# SRC: SgrA 
# RA: 17 h 45 m 40.0409 s
# DEC: -28 deg 59 m 31.8820 s
# MJD: 48277.0000 - 48278.0069 
# RF: 22.5000 GHz 
# BW: 4.0000 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# -------------------------------------------------------------------------------------------------------------------------------------------------
# time (hr)   T1     T2    tint    U (lambda)       V (lambda)       Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
01.50000000    SPT    SMA   60.00   286084706.0142  -727524174.5687    0.00319642    58.7030   0.00216177   137.1850    0.00358162   -51.1351    0.00459256
01.50000000    SPT    SMT   60.00   -43511487.8655  -836903856.2910    0.00264977  -170.4974   0.00844882   167.2793    0.01318823    25.4142    0.00715699
01.66666667   ALMA    LMT   60.00   177649123.0968  -367793167.7018    0.00067348   167.8013   0.00127621   107.7026    0.00066303    43.0465    0.00057571
01.66666667   ALMA    SMA   60.00   612636265.5771  -343597192.1285    0.00271946    38.8590   0.00102256  -171.3199    0.00358395  -101.0568    0.00170297
01.66666667   ALMA    SMT   60.00   281056037.4157  -445984283.9908    0.00392119  -174.6178   0.00623147    88.6496    0.00334345   110.0022    0.00265388
01.66666667   ALMA    SPT   60.00   342019969.6273   389814642.1504    0.00224942   171.5456   0.00086552    84.0500    0.00055882   163.4739    0.00097312
01.66666667    LMT   ALMA   60.00  -177649123.0968   367793167.7018    0.00034659   -88.0349   0.00019286    58.5931    0.00075101    86.8040    0.00057571
01.66666667    LMT    SMA   60.00   434987142.4803    24195975.5733    0.00202973  -156.9577   0.00257503   153.4843    0.00573383   171.8626    0.00271699
01.66666667    LMT    SMT   60.00   103406914.3189   -78191116.2891    0.03360195     9.3835   0.00832837  -161.1486    0.01143683    36.6549    0.00423413
01.66666667    LMT    SPT   60.00   164370846.5305   757607809.8522    0.00248923   -46.1886   0.00144341   -53.4225    0.00266110    84.0173    0.00155257
01.66666667    SMA   ALMA   60.00  -612636265.5771   343597192.1285    0.00250530    19.9445   0.00247187   -40.7581    0.00462567  -177.6731    0.00170297
01.66666667    SMA    LMT   60.00  -434987142.4803   -24195975.5733    0.00553986  -163.3169   0.00240653  -103.2235    0.00232969  -117.8327    0.00271699
01.66666667    SMA    SMT   60.00  -331580228.1614  -102387091.8624    0.01546153  -120.5185   0.01623145   141.6093    0.01798845    73.0259    0.01252473
01.66666667    SMA    SPT   60.00  -270616295.9498   733411834.2789    0.00380111    41.8324   0.00458364    91.1666    0.00290378   125.4462    0.00459256
01.66666667    SMT   ALMA   60.00  -281056037.4157   445984283.9908    0.00173864   -58.9037   0.00395365     4.3013    0.00553429  -117.4461    0.00265388
01.66666667    SMT    LMT   60.00  -103406914.3189    78191116.2891    0.02496429    -0.0813   0.01051831   153.0480    0.00317478   -12.9448    0.00423413
01.66666667    SMT    SMA   60.00   331580228.1614   102387091.8624    0.02067916  -115.2248   0.02129598    55.2462    0.01315404  -178.2887    0.01252473
01.66666667    SMT    SPT   60.00    60963932.2116   835798926.1413    0.00862766  -157.8503   0.00954940    16.9715    0.00922075    -4.8114    0.00715699
01.66666667    SPT   ALMA   60.00  -342019969.6273  -389814642.1504    0.00155048    51.4326   0.00084630  -164.3715    0.00202307    -0.5436    0.00097312
01.66666667    SPT    LMT   60.00  -164370846.5305  -757607809.8522    0.00065835  -104.0619   0.00094519   -19.6658    0.00165763   -45.2129    0.00155257
01.66666667    SPT    SMA   60.00   270616295.9498  -733411834.2789    0.00237201   173.0600   0.00319432   130.3957    0.00512263   135.5815    0.00459256
01.66666667    SPT    SMT   60.00   -60963932.2116  -835798926.1413    0.00805600  -132.4966   0.00965423  -172.5191    0.01006989   158.1987    0.00715699
01.83333333   ALMA    LMT   60.00   171217592.0976  -371482775.7607    0.00108130  -163.1095   0.00075035   173.6904    0.00016534   -59.7650    0.00057571
01.83333333   ALMA    SMA   60.00   608484190.1710  -356511739.9436    0.00172648   147.6016   0.00084784  -149.6433    0.00281486   -91.1174    0.00170297
01.83333333   ALMA    SMT   60.00   275551109.5381  -451870951.0921    0.00165790    88.5993   0.00354822   -96.0849    0.00376372    27.1116    0.00265388
01.83333333   ALMA    SPT   60.00   353851437.7858   382455118.7538    0.00175389    18.4608   0.00113033    -4.9673    0.00092480  -145.2044    0.00097312
01.83333333    LMT   ALMA   60.00  -171217592.0976   371482775.7607    0.00011835   -52.7784   0.00054640  -156.2603    0.00078520  -124.2256    0.00057571
01.83333333    LMT    SMA   60.00   437266598.0734    14971035.8171    0.00620313   178.4073   0.00453803   104.8358    0.00169732  -115.0254    0.00271699
01.83333333    LMT    SMT   60.00   104333517.4405   -80388175.3314    0.02555077     5.2376   0.00576378  -136.3454    0.00473809   -32.6582    0.00423413
01.83333333    LMT    SPT   60.00   182633845.6882   753937894.5145    0.00109537    33.8309   0.00187088    30.0570    0.00313877     6.6377    0.00155257
01.83333333    SMA   ALMA   60.00  -608484190.1710   356511739.9436    0.00278726    71.1321   0.00166112    54.7024    0.00297546    -8.0623    0.00170297
01.83333333    SMA    LMT   60.00  -437266598.0734   -14971035.8171    0.00412685   113.9158   0.00399605    61.9704    0.00524213  -168.4167    0.00271699
01.83333333    SMA    SMT   60.00  -332933080.6329   -95359211.1485    0.02436928   105.2501   0.01918671   -43.5323    0.00565621   128.4586    0.01252473
01.83333333    SMA    SPT   60.00  -254632752.3852   738966858.6974    0.01069048  -142.3907   0.00499051    35.0687    0.00262015    28.5627    0.00459256
01.83333333    SMT   ALMA   60.00  -275551109.5381   451870951.0921    0.00082279   -71.3778   0.00367573   -23.2107    0.00343469    61.0695    0.00265388
01.83333333    SMT    LMT   60.00  -104333517.4405    80388175.3314    0.03174868     5.7226   0.00678612    85.6101    0.00393760  -138.3111    0.00423413
01.83333333    SMT    SMA   60.00   332933080.6329    95359211.1485    0.00959872    20.0620   0.00200277   150.3091    0.01618099   135.0027    0.01252473
01.83333333    SMT    SPT   60.00    78300328.2477   834326069.8459    0.00494804   -10.7161   0.00875041   -26.8585    0.02199920  -113.1866    0.00715699
01.83333333    SPT   ALMA   60.00  -353851437.7858  -382455118.7538    0.00087827  -103.5185   0.00064983   -74.6483    0.00183833    46.4292    0.00097312
01.83333333    SPT    LMT   60.00  -182633845.6882  -753937894.5145    0.00131846    88.1003   0.00182808   -26.1967    0.00204702   159.6605    0.00155257
01.83333333    SPT    SMA   60.00   254632752.3852  -738966858.6974    0.00223402   170.7239   0.00050133   -66.5669    0.01085648   -68.2444    0.00459256
01.83333333    SPT    SMT   60.00   -78300328.2477  -834326069.8459    0.00077349    14.8686   0.00918887    68.2538    0.01912480    44.8878    0.00715699
02.00000000   ALMA    LMT   60.00   164460138.6806  -375032897.3594    0.00002805   -44.0238   0.00096081  -103.9143    0.00047984    19.5657    0.00057571
02.00000000   ALMA    SMA   60.00   603173830.5250  -369326213.2170    0.00083055   -77.9770   0.00358084  -170.4867    0.00084624   179.3901    0.00170297
02.00000000   ALMA    SMT   60.00   269521654.4622  -457635630.7683    0.00400734  -153.6587   0.00146030    -2.6253    0.00253663   149.7217    0.00265388
02.00000000   ALMA    SPT   60.00   365009329.6209   374852460.3024    0.00134433    36.2005   0.00048082    58.3440    0.00119307  -121.1915    0.00097312
02.00000000    LMT   ALMA   60.00  -164460138.6806   375032897.3594    0.00033897  -175.9475   0.00072098  -113.7763    0.00056779   -14.4103    0.00057571
02.00000000    LMT    SMA   60.00   438713691.8445     5706684.1424    0.00161244  -121.0759   0.00220955  -159.1194    0.00239301    65.9512    0.00271699
02.00000000    LMT    SMT   60.00   105061515.7816   -82602733.4089    0.02028251     2.0750   0.00575824  -160.8241    0.00661370    12.8368    0.00423413
02.00000000    LMT    SPT   60.00   200549190.9404   749885357.6618    0.00323328  -171.8947   0.00227583   -48.3562    0.00171247   -36.3025    0.00155257
02.00000000    SMA   ALMA   60.00  -603173830.5250   369326213.2170    0.00160510   -42.7652   0.00156938     3.8532    0.00189915   -48.1426    0.00170297
02.00000000    SMA    LMT   60.00  -438713691.8445    -5706684.1424    0.00151820   -75.8926   0.00406300   156.8411    0.00138316    87.6447    0.00271699
02.00000000    SMA    SMT   60.00  -333652176.0628   -88309417.5513    0.01229192  -150.7258   0.00735602    88.5018    0.01820320   151.4233    0.01252473
02.00000000    SMA    SPT   60.00  -238164500.9041   744178673.5194    0.01056637  -158.2416   0.00264096   -34.7892    0.00550210   -75.2460    0.00459256
02.00000000    SMT   ALMA   60.00  -269521654.4622   457635630.7683    0.00182198  -153.8166   0.00313636  -135.4999    0.00257799   122.8691    0.00265388
02.00000000    SMT    LMT   60.00  -105061515.7816    82602733.4089    0.03063833   -15.3245   0.00366644  -119.7737    0.00692168     7.1349    0.00423413
02.00000000    SMT    SMA   60.00   333652176.0628    88309417.5513    0.02672385  -113.4963   0.00555493  -143.6591    0.01026275   174.7060    0.01252473
02.00000000    SMT    SPT   60.00    95487675.1587   832488091.0706    0.01074154  -112.9042   0.00807352  -133.3203    0.00071304    65.6070    0.00715699
02.00000000    SPT   ALMA   60.00  -365009329.6209  -374852460.3024    0.00112986   105.6343   0.00118610   139.1133    0.00195250    57.7266    0.00097312
02.00000000    SPT    LMT   60.00  -200549190.9404  -749885357.6618    0.00267138   -33.9271   0.00208203    12.0524    0.00214434  -116.2585    0.00155257
02.00000000    SPT    SMA   60.00   238164500.9041  -744178673.5194    0.00306223  -115.1126   0.00645242    88.1621    0.01398283    58.2495    0.00459256
02.00000000    SPT    SMT   60.00   -95487675.1587  -832488091.0706    0.00436170   170.6392   0.01055224  -117.6796    0.00989325  -110.4748    0.00715699
02.16666667   ALMA    LMT   60.00   157389626.0422  -378436774.6397    0.00128516   178.7869   0.00042771    77.4052    0.00101796   -91.7011    0.00057571
02.16666667   ALMA    SMA   60.00   596715295.2105  -382016218.8706    0.00195050  -163.6351   0.00615613  -148.4742    0.00440480  -177.2319    0.00170297
02.16666667   ALMA    SMT   60.00   262979149.5984  -463267349.6239    0.00482946   135.7516   0.00248835   104.9918    0.00158773   -63.9644    0.00265388
02.16666667   ALMA    SPT   60.00   375472405.4513   367021138.8887    0.00172768   -33.5169   0.00179214   140.2979    0.00093029    82.6734    0.00097312
02.16666667    LMT   ALMA   60.00  -157389626.0422   378436774.6397    0.00103115    -2.6504   0.00032797   133.0523    0.00038877  -120.0551    0.00057571
02.16666667    LMT    SMA   60.00   439325669.1683    -3579444.2309    0.00419319   125.7649   0.00313331    74.2909    0.00317089   122.0180    0.00271699
02.16666667    LMT    SMT   60.00   105589523.5562   -84830574.9842    0.02543902    13.4340   0.00802321   -37.6064    0.00529145    18.5017    0.00423413
02.16666667    LMT    SPT   60.00   218082779.4091   745457913.5284    0.00114084   -96.7532   0.00161529   176.0993    0.00404441   146.5782    0.00155257
02.16666667    SMA   ALMA   60.00  -596715295.2105   382016218.8706    0.00145683  -173.8765   0.00216904   -75.4298    0.00170003   172.6747    0.00170297
02.16666667    SMA    LMT   60.00  -439325669.1683     3579444.2309    0.00296886  -172.5120   0.00197674   117.2808    0.00438495   175.2416    0.00271699
02.16666667    SMA    SMT   60.00  -333736145.6120   -81251130.7533    0.00710904    11.7124   0.02267191    74.0120    0.00805758    -7.1396    0.01252473
02.16666667    SMA    SPT   60.00  -221242889.7591   749037357.7593    0.00381953   -74.8776   0.00582261   -40.1036    0.00649816   145.2995    0.00459256
02.16666667    SMT   ALMA   60.00  -262979149.5984   463267349.6239    0.00070551   127.0822   0.00399871   -78.2717    0.00074135   -76.5389    0.00265388
02.16666667    SMT    LMT   60.00  -105589523.5562    84830574.9842    0.02214835    -3.5046   0.00434638    30.8100    0.00119726  -132.5019    0.00423413
02.16666667    SMT    SMA   60.00   333736145.6120    81251130.7533    0.02483327  -144.3985   0.00786612  -147.3226    0.00910819    37.7268    0.01252473
02.16666667    SMT    SPT   60.00   112493255.8529   830288488.5126    0.01922624  -140.4297   0.00883401   -54.7351    0.00886395   -99.5843    0.00715699
02.16666667    SPT   ALMA   60.00  -375472405.4513  -367021138.8887    0.00141401    12.2218   0.00085351   -19.8350    0.00238864   -56.2071    0.00097312
02.16666667    SPT    LMT   60.00  -218082779.4091  -745457913.5284    0.00151131    53.4876   0.00135952   -17.2907    0.00220012    40.2362    0.00155257
02.16666667    SPT    SMA   60.00   221242889.7591  -749037357.7593    0.00215807  -138.8252   0.00666811   -51.5354    0.00459855    87.3776    0.00459256
02.16666667    SPT    SMT   60.00  -112493255.8529  -830288488.5126    0.01339213   -94.0406   0.00169014     1.2666    0.01171462   113.1985    0.00715699
02.33333333   ALMA    LMT   60.00   150019513.3052  -381687928.1276    0.00076633   -10.4111   0.00070256    50.6959    0.00102525    41.9347    0.00057571
02.33333333   ALMA    SMA   60.00   589120878.4164  -394557600.7573    0.00265821  -172.1745   0.00067313   -99.0953    0.00156336   -33.6148    0.00170297
02.33333333   ALMA    SMT   60.00   255936048.9766  -468755387.3621    0.00485667    13.1233   0.00394323   117.8113    0.00165828   -95.5421    0.00265388
02.33333333   ALMA    SPT   60.00   385220748.2175   358976061.8781    0.00122744   -63.0392   0.00143044   -86.7234    0.00043251    -1.1840    0.00097312
02.33333333    LMT   ALMA   60.00  -150019513.3052   381687928.1276    0.00051511   125.7613   0.00014236   118.5684    0.00086331   157.4472    0.00057571
02.33333333    LMT    SMA   60.00   439101365.1112   -12869672.6296    0.00639988   -31.4863   0.00367000   -20.7424    0.00308410   118.9156    0.00271699
02.33333333    LMT    SMT   60.00   105916535.6714   -87067459.2344    0.02592157     4.1457   0.00134890    -8.1293    0.00605521   -90.9975    0.00423413
02.33333333    LMT    SPT   60.00   235201234.9123   740663990.0057    0.00094837  -174.5034   0.00193864  -172.6240    0.00272516  -138.1446    0.00155257
02.33333333    SMA   ALMA   60.00  -589120878.4164   394557600.7573    0.00386923    66.6475   0.00178083  -115.0400    0.00101206   -61.9349    0.00170297
02.33333333    SMA    LMT   60.00  -439101365.1112    12869672.6296    0.00169652    26.5858   0.00367440   149.7106    0.00367223   165.1600    0.00271699
02.33333333    SMA    SMT   60.00  -333184829.4398   -74197786.6048    0.00600485   -23.8712   0.01081401     7.5423    0.00631194  -175.1598    0.01252473
02.33333333    SMA    SPT   60.00  -203900130.1989   753533662.6354    0.00980530   -72.2311   0.00321271    53.8449    0.00273629  -119.7898    0.00459256
02.33333333    SMT   ALMA   60.00  -255936048.9766   468755387.3621    0.00462505   142.1277   0.00420374   -11.9875    0.00324988    46.7017    0.00265388
02.33333333    SMT    LMT   60.00  -105916535.6714    87067459.2344    0.02167661     6.2310   0.00213246    87.6961    0.01186973    -4.7288    0.00423413
02.33333333    SMT    SMA   60.00   333184829.4398    74197786.6048    0.02658219   -22.5333   0.01818780  -156.8355    0.01983357    90.3027    0.01252473
02.33333333    SMT    SPT   60.00   129284699.2409   827731449.2402    0.00473152   -67.3767   0.00496518   159.3961    0.01912610    27.2699    0.00715699
02.33333333    SPT   ALMA   60.00  -385220748.2175  -358976061.8781    0.00087292  -174.3383   0.00206965   -40.4127    0.00147571    72.2594    0.00097312
02.33333333    SPT    LMT   60.00  -235201234.9123  -740663990.0057    0.00076020  -100.3800   0.00208114    29.3381    0.00051382  -122.5550    0.00155257
02.33333333    SPT    SMA   60.00   203900130.1989  -753533662.6354    0.00545476   -66.3760   0.00753951  -127.5833    0.00364157   108.3234    0.00459256
02.33333333    SPT    SMT   60.00  -129284699.2409  -827731449.2402    0.00822159    51.0854   0.01675736   -60.5555    0.00568868   -43.5887    0.00715699
02.50000000   ALMA    LMT   60.00   142363829.8981  -384780169.0678    0.00134936   -85.8270   0.00034522   139.8204    0.00023936   179.4558    0.00057571
02.50000000   ALMA    SMA   60.00   580405036.5468  -406926485.6439    0.00105392  -100.4789   0.00135933   -48.6650    0.00177221   130.3797    0.00170297
02.50000000   ALMA    SMT   60.00   248405759.5391  -474089297.1910    0.00263047    67.9790   0.00251055  -124.4296    0.00132136   171.9281    0.00265388
02.50000000   ALMA    SPT   60.00   394235801.3949   350732543.5320    0.00128289    56.1796   0.00218202    26.0171    0.00132522    13.6224    0.00097312
02.50000000    LMT   ALMA   60.00  -142363829.8981   384780169.0678    0.00060255    77.8227   0.00108508    26.1855    0.00091844  -115.9631    0.00057571
02.50000000    LMT    SMA   60.00   438041206.6487   -22146316.5761    0.00152880   -58.3939   0.00128437   110.4947    0.00354762   137.2018    0.00271699
02.50000000    LMT    SMT   60.00   106041929.6410   -89309128.1232    0.02532331     1.3596   0.00614968  -177.7641    0.01084199  -159.8360    0.00423413
02.50000000    LMT    SPT   60.00   251871971.4968   735512712.5998    0.00094651   -80.2933   0.00038228   167.8325    0.00258811  -154.3557    0.00155257
02.50000000    SMA   ALMA   60.00  -580405036.5468   406926485.6439    0.00300835   126.2454   0.00236941   -57.4828    0.00169974    12.8054    0.00170297
02.50000000    SMA    LMT   60.00  -438041206.6487    22146316.5761    0.00402316   145.6262   0.00151310   173.4175    0.00583809    15.2398    0.00271699
02.50000000    SMA    SMT   60.00  -331999277.0077   -67162811.5471    0.01817049   157.2419   0.01497688  -142.7221    0.03587088   135.8035    0.01252473
02.50000000    SMA    SPT   60.00  -186169235.1519   757659029.1758    0.00255097     5.6455   0.00492391   102.6703    0.00345729   166.1407    0.00459256
02.50000000    SMT   ALMA   60.00  -248405759.5391   474089297.1910    0.00529103  -141.1099   0.00336923  -129.7748    0.00185714    83.6836    0.00265388
02.50000000    SMT    LMT   60.00  -106041929.6410    89309128.1232    0.02062953    -0.9691   0.00094201   -11.8271    0.01013689    90.4319    0.00423413
02.50000000    SMT    SMA   60.00   331999277.0077    67162811.5471    0.02105668   -46.3634   0.01967004  -149.4694    0.00834038  -157.2105    0.01252473
02.50000000    SMT    SPT   60.00   145830041.8558   824821840.7230    0.00609945   -85.2535   0.01360486    84.8447    0.00777868    50.0338    0.00715699
02.50000000    SPT   ALMA   60.00  -394235801.3949  -350732543.5320    0.00090371  -169.6596   0.00032572   -55.2970    0.00014582   -63.4841    0.00097312
02.50000000    SPT    LMT   60.00  -251871971.4968  -735512712.5998    0.00208814   -21.0538   0.00263285   -94.2572    0.00278511  -103.2810    0.00155257
02.50000000    SPT    SMA   60.00   186169235.1519  -757659029.1758    0.00930083    79.7426   0.00212353    89.5031    0.00552101  -125.6506    0.00459256
02.50000000    SPT    SMT   60.00  -145830041.8558  -824821840.7230    0.00918137   -22.8395   0.01279842   -97.9823    0.01400322  -155.1148    0.00715699
02.66666667   ALMA    LMT   60.00   134437148.8494  -387707611.2038    0.00047829   -93.4405   0.00061406   -87.2719    0.00140370  -111.5949    0.00057571
02.66666667   ALMA    SMA   60.00   570584360.7021  -419099328.6549    0.00248790   -35.8046   0.00236486    96.5850    0.00204593    95.0174    0.00170297
02.66666667   ALMA    SMT   60.00   240402615.6199  -479258925.7102    0.00148354   -63.6283   0.00593693   -10.8645    0.00719916   -30.4471    0.00265388
02.66666667   ALMA    SPT   60.00   402500404.3175   342306275.8561    0.00130155   -60.5728   0.00101518  -172.4001    0.00081746  -151.7436    0.00097312
02.66666667    LMT   ALMA   60.00  -134437148.8494   387707611.2038    0.00080124    -9.4516   0.00048197  -113.4689    0.00072538   -80.9168    0.00057571
02.66666667    LMT    SMA   60.00   436147211.8527   -31391717.4511    0.00254526   120.8508   0.00233386   141.5775    0.00665820   157.4093    0.00271699
02.66666667    LMT    SMT   60.00   105965466.7706   -91551314.5064    0.01587742   -30.1410   0.00732624   116.3885    0.00466156   -36.2113    0.00423413
02.66666667    LMT    SPT   60.00   268063255.4681   730013887.0599    0.00297989    90.3568   0.00211826   -81.1262    0.00383168    26.9004    0.00155257
02.66666667    SMA   ALMA   60.00  -570584360.7021   419099328.6549    0.00159066  -177.6114   0.00152908   104.0230    0.00112969   158.9284    0.00170297
02.66666667    SMA    LMT   60.00  -436147211.8527    31391717.4511    0.00098062    57.9995   0.00220836   123.4871    0.00323051   139.9499    0.00271699
02.66666667    SMA    SMT   60.00  -330181745.0822   -60159597.0553    0.01310603  -176.2615   0.02761630  -133.7363    0.00831780  -144.9583    0.01252473
02.66666667    SMA    SPT   60.00  -168083956.3846   761405604.5110    0.00415447  -132.2775   0.00164216   115.3989    0.00548374    63.3153    0.00459256
02.66666667    SMT   ALMA   60.00  -240402615.6199   479258925.7102    0.00484661   121.9674   0.00479066   -52.9792    0.00070972  -104.7702    0.00265388
02.66666667    SMT    LMT   60.00  -105965466.7706    91551314.5064    0.02122667   -10.3052   0.00506866   -26.6067    0.00412541   -33.1350    0.00423413
02.66666667    SMT    SMA   60.00   330181745.0822    60159597.0553    0.00942776   -49.3999   0.01720439  -109.9090    0.02218180    35.9513    0.01252473
02.66666667    SMT    SPT   60.00   162097788.6976   821565201.5663    0.00666677   112.4019   0.00579082   101.6007    0.01063318    22.5597    0.00715699
02.66666667    SPT   ALMA   60.00  -402500404.3175  -342306275.8561    0.00051296    12.1709   0.00080859  -153.3052    0.00086693   -11.6907    0.00097312
02.66666667    SPT    LMT   60.00  -268063255.4681  -730013887.0599    0.00284668   -28.5730   0.00071580   179.5585    0.00075648  -143.2311    0.00155257
02.66666667    SPT    SMA   60.00   168083956.3846  -761405604.5110    0.00314205   106.6225   0.00062682    39.1827    0.00293517  -172.8148    0.00459256
02.66666667    SPT    SMT   60.00  -162097788.6976  -821565201.5663    0.00312310   103.9447   0.00587754   -51.9253    0.00299377  -134.1545    0.00715699
02.83333333   ALMA    LMT   60.00   126254559.0469  -390464681.9832    0.00029127    53.8017   0.00089347   -39.0798    0.00080555    59.1387    0.00057571
02.83333333   ALMA    SMA   60.00   559677545.0969  -431052958.0920    0.00072258   160.5090   0.00350367  -148.0454    0.00250855  -164.3808    0.00170297
02.83333333   ALMA    SMT   60.00   231941851.6583  -484254432.2380    0.00429665    57.7785   0.00341848   -67.0148    0.00381574    -3.8522    0.00265388
02.83333333   ALMA    SPT   60.00   409998824.8438   333713298.7297    0.00106209   -60.1367   0.00133804   100.4362    0.00161113    70.6930    0.00097312
02.83333333    LMT   ALMA   60.00  -126254559.0469   390464681.9832    0.00133137  -134.5439   0.00092645    66.0882    0.00092732  -161.7999    0.00057571
02.83333333    LMT    SMA   60.00   433422986.0500   -40588276.1088    0.00217493   162.1257   0.00287080   -43.0461    0.00263209   -17.2631    0.00271699
02.83333333    LMT    SMT   60.00   105687292.6114   -93789750.2548    0.02646363     9.7404   0.00344490   154.2075    0.00644747     8.8624    0.00423413
02.83333333    LMT    SPT   60.00   283744265.7969   724177980.7129    0.00249441   178.2680   0.00136523   -18.7885    0.00146761   -52.3574    0.00155257
02.83333333    SMA   ALMA   60.00  -559677545.0969   431052958.0920    0.00227804   -67.6516   0.00380651   -44.4880    0.00135503  -136.2388    0.00170297
02.83333333    SMA    LMT   60.00  -433422986.0500    40588276.1088    0.00151519    22.7628   0.00140469   -54.3860    0.00192054   -66.8662    0.00271699
02.83333333    SMA    SMT   60.00  -327735693.4386   -53201474.1460    0.01358002   154.0761   0.01833483  -141.6889    0.02518022   -67.9932    0.01252473
02.83333333    SMA    SPT   60.00  -149678720.2531   764766256.8217    0.01211982   146.2329   0.00865796   179.1110    0.00645058     5.2345    0.00459256
02.83333333    SMT   ALMA   60.00  -231941851.6583   484254432.2380    0.00359104  -111.1929   0.00066275   162.7485    0.00294959   -21.2444    0.00265388
02.83333333    SMT    LMT   60.00  -105687292.6114    93789750.2548    0.02337062    -0.9695   0.00432478   121.4042    0.00172052    35.8763    0.00423413
02.83333333    SMT    SMA   60.00   327735693.4386    53201474.1460    0.03272858    13.4332   0.01174097   100.9335    0.01375612   -77.3941    0.01252473
02.83333333    SMT    SPT   60.00   178056973.1855   817967730.9677    0.00404809     7.5766   0.01186776  -169.5651    0.00952919  -170.7112    0.00715699
02.83333333    SPT   ALMA   60.00  -409998824.8438  -333713298.7297    0.00056464   -10.2135   0.00065124   -33.6798    0.00134125    50.8520    0.00097312
02.83333333    SPT    LMT   60.00  -283744265.7969  -724177980.7129    0.00278671    75.9851   0.00226301   175.1675    0.00162197   162.5737    0.00155257
02.83333333    SPT    SMA   60.00   149678720.2531  -764766256.8217    0.00908261    58.3364   0.00619906   -73.7578    0.00274282   162.0909    0.00459256
02.83333333    SPT    SMT   60.00  -178056973.1855  -817967730.9677    0.01298160    58.5420   0.01113871  -171.5077    0.00143981   140.6491    0.00715699
03.00000000   ALMA    LMT   60.00   117831636.5154  -393046133.1650    0.00051060   -13.1959   0.00106447   147.9497    0.00033869   -63.1327    0.00057571
03.00000000   ALMA    SMA   60.00   547705351.4746  -442764619.5420    0.00135958  -177.4874   0.00128789   143.6079    0.00281520   -75.5514    0.00170297
03.00000000   ALMA    SMT   60.00   223039573.1993  -489066307.5437    0.00192923   -23.8033   0.00326478   -71.9470    0.00732309  -147.7288    0.00265388
03.00000000   ALMA    SPT   60.00   416716789.3042   324969969.3734    0.00098938    17.8027   0.00104587   154.4833    0.00096820   -91.5586    0.00097312
03.00000000    LMT   ALMA   60.00  -117831636.5154   393046133.1650    0.00050650   -36.3703   0.00088121    -5.6125    0.00026437   -22.1674    0.00057571
03.00000000    LMT    SMA   60.00   429873714.9592   -49718486.3770    0.00268725    30.2591   0.00073484    -7.5834    0.00192427    44.3306    0.00271699
03.00000000    LMT    SMT   60.00   105207936.6839   -96020174.3787    0.01553294    -9.8815   0.00217974   171.5303    0.00121239  -162.0633    0.00423413
03.00000000    LMT    SPT   60.00   298885152.7888   718016102.5383    0.00204006   -69.7467   0.00144206  -140.2635    0.00067333   -34.5839    0.00155257
03.00000000    SMA   ALMA   60.00  -547705351.4746   442764619.5420    0.00162394  -164.3561   0.00066638  -103.5883    0.00434061  -138.4022    0.00170297
03.00000000    SMA    LMT   60.00  -429873714.9592    49718486.3770    0.00348517   -75.3559   0.00068717  -163.0195    0.00378772   132.8497    0.00271699
03.00000000    SMA    SMT   60.00  -324665778.2753   -46301688.0017    0.02605467   119.9204   0.01889460   171.5507    0.03241286   -50.5589    0.01252473
03.00000000    SMA    SPT   60.00  -130988562.1704   767734588.9154    0.00976074   -51.6190   0.00718600    79.9494    0.00723846   -20.4155    0.00459256
03.00000000    SMT   ALMA   60.00  -223039573.1993   489066307.5437    0.00485612   -80.7228   0.00411797   -27.2468    0.00514729   -25.4350    0.00265388
03.00000000    SMT    LMT   60.00  -105207936.6839    96020174.3787    0.02108813   -13.8794   0.00454848   -11.8861    0.00310296    72.8400    0.00423413
03.00000000    SMT    SMA   60.00   324665778.2753    46301688.0017    0.00359751    20.3109   0.03814471   142.3091    0.02622528   -54.2671    0.01252473
03.00000000    SMT    SPT   60.00   193677216.1049   814036276.9170    0.00562403   -27.0157   0.00906402    -0.0617    0.00734928   -65.7260    0.00715699
03.00000000    SPT   ALMA   60.00  -416716789.3042  -324969969.3734    0.00028040   -56.8409   0.00142282     8.1770    0.00155879  -172.8900    0.00097312
03.00000000    SPT    LMT   60.00  -298885152.7888  -718016102.5383    0.00195597    79.2408   0.00096830   132.0034    0.00279909    54.8947    0.00155257
03.00000000    SPT    SMA   60.00   130988562.1704  -767734588.9154    0.00778023   169.7392   0.00240997    78.4000    0.00856546  -114.3802    0.00459256
03.00000000    SPT    SMT   60.00  -193677216.1049  -814036276.9170    0.01762250    68.2662   0.00366234   -49.2722    0.00904517   -36.7921    0.00715699
03.16666667   ALMA    LMT   60.00   109184414.7667  -395447050.8101    0.00100373   -99.0884   0.00072602   -88.8716    0.00024031    99.4828    0.00057571
03.16666667   ALMA    SMA   60.00   534690569.5862  -454212019.1917    0.00364312  -129.9618   0.00296038   -92.3718    0.00098308    47.1928    0.00170297
03.16666667   ALMA    SMT   60.00   213712726.2360  -493685391.9492    0.00829533   159.7149   0.00240271  -132.9971    0.00156239  -159.0280    0.00265388
