# SRC: SgrA 
# RA: 17 h 45 m 40.0409 s
# DEC: -28 deg 59 m 31.8820 s
# MJD: 48277.0000 - 48278.0069 
# RF: 22.5000 GHz 
# BW: 4.0000 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# -------------------------------------------------------------------------------------------------------------------------------------------------
# time (hr)   T1     T2    tint    U (lambda)       V (lambda)       Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
00.16666667    SMT    LMT   60.00   -86542751.8495    59877895.6531    0.10134006    -2.0556   0.00784352    23.3156    0.00958936  -138.1143    0.00423413
00.16666667    SMT    SPT   60.00   -96282125.0522   832393866.9432    0.00502850   102.6613   0.00233138   176.2946    0.00612967    18.7963    0.00715699
00.16666667    SPT   ALMA   60.00  -209328989.6260  -442970698.3936    0.00041087   -84.5519   0.00158659  -116.9406    0.00196701   105.9277    0.00097312
00.16666667    SPT    LMT   60.00     9739373.2027  -772515971.2901    0.00353651    26.5759   0.00173402   -20.9501    0.00376391    49.4805    0.00155257
00.16666667    SPT    SMT   60.00    96282125.0522  -832393866.9432    0.00801022  -124.6204   0.00732922    37.5037    0.01333229  -145.2324    0.00715699
00.33333333   ALMA    LMT   60.00   216039503.6109  -334146965.8084    0.00089549    42.3864   0.00051046  -154.4767    0.00114370    27.9790    0.00057571
00.33333333   ALMA    SMA   60.00   603674204.5026  -239646443.0720    0.00172547   -67.6491   0.00136281  -169.4724    0.00061974    82.7845    0.00170297
00.33333333   ALMA    SMT   60.00   305172995.5745  -395882810.2331    0.00091651    85.3880   0.00496074    28.6630    0.00395693    51.4472    0.00265388
00.33333333   ALMA    SPT   60.00   226070493.9362   438365921.3443    0.00110669   -96.0277   0.00081364    55.9523    0.00082224    63.1864    0.00097312
00.33333333    LMT   ALMA   60.00  -216039503.6109   334146965.8084    0.00110747   -20.8534   0.00107322   124.2324    0.00050252  -101.5661    0.00057571
00.33333333    LMT    SMA   60.00   387634700.8917    94500522.7364    0.00144663    66.2698   0.00184314  -152.0075    0.00380558   135.3230    0.00271699
00.33333333    LMT    SMT   60.00    89133491.9635   -61735844.4247    0.08071302    -3.8007   0.00738238    11.7365    0.00609606  -131.1088    0.00423413
00.33333333    LMT    SPT   60.00    10030990.3252   772512887.1527    0.00131808   149.4427   0.00214781   -29.4678    0.00368473   -83.6189    0.00155257
00.33333333    SMA   ALMA   60.00  -603674204.5026   239646443.0720    0.00080633   -94.6047   0.00314550    49.5340    0.00063931    66.2472    0.00170297
00.33333333    SMA    LMT   60.00  -387634700.8917   -94500522.7364    0.00181609    77.0062   0.00487659    42.3055    0.00170463    10.2342    0.00271699
00.33333333    SMA    SMT   60.00  -298501208.9282  -156236367.1611    0.01643914    91.3528   0.01282247   128.1638    0.02387821   -26.1550    0.01252473
00.33333333    SMA    SPT   60.00  -377603710.5665   678012364.4163    0.00297197  -171.7359   0.00130507  -140.1416    0.00553629    83.4123    0.00459256
00.33333333    SMT   ALMA   60.00  -305172995.5745   395882810.2331    0.00474325    50.1368   0.00089332   114.7203    0.00090815   -56.2366    0.00265388
00.33333333    SMT    LMT   60.00   -89133491.9635    61735844.4247    0.08052221     2.9581   0.00576002   125.4097    0.00818665    33.5011    0.00423413
00.33333333    SMT    SMA   60.00   298501208.9282   156236367.1611    0.01662782    33.9523   0.00455751    76.6212    0.01924875  -139.1276    0.01252473
00.33333333    SMT    SPT   60.00   -79102501.6383   834248731.5774    0.00126038  -173.0728   0.00437986    71.9197    0.01025453   -72.8469    0.00715699
00.33333333    SPT   ALMA   60.00  -226070493.9362  -438365921.3443    0.00178592  -127.7392   0.00066737  -163.1175    0.00119224   147.8486    0.00097312
00.33333333    SPT    LMT   60.00   -10030990.3252  -772512887.1527    0.00135854   -44.7790   0.00220334   149.9010    0.00073399    18.5522    0.00155257
00.33333333    SPT    SMA   60.00   377603710.5665  -678012364.4163    0.00551326    75.4916   0.01270729   174.1386    0.00165110   -26.6855    0.00459256
00.33333333    SPT    SMT   60.00    79102501.6383  -834248731.5774    0.00898983    64.1245   0.01107009   -82.9193    0.00450376  -132.3467    0.00715699
00.50000000   ALMA    LMT   60.00   212599400.9191  -338680243.0964    0.00059600  -165.4271   0.00073010    42.3869    0.00049669  -169.3281    0.00057571
00.50000000   ALMA    SMA   60.00   608885637.1510  -252470453.9875    0.00236410    97.6810   0.00211610  -151.6906    0.00121259    66.7628    0.00170297
00.50000000   ALMA    SMT   60.00   304153962.3287  -402327041.0998    0.00470677    28.9348   0.00534448  -104.9998    0.00211231    87.3948    0.00265388
00.50000000   ALMA    SPT   60.00   242381660.2121   433411579.8497    0.00189252    -1.9678   0.00145991  -121.6226    0.00038354  -128.7787    0.00097312
00.50000000    LMT   ALMA   60.00  -212599400.9191   338680243.0964    0.00073357   -88.7890   0.00040501    45.5533    0.00037453   120.0936    0.00057571
00.50000000    LMT    SMA   60.00   396286236.2319    86209789.1089    0.00247399  -119.2369   0.00214580    16.6133    0.00612708   -99.2976    0.00271699
00.50000000    LMT    SMT   60.00    91554561.4096   -63646798.0033    0.06560455    -4.3905   0.00734644   -88.9450    0.01238844    13.2987    0.00423413
00.50000000    LMT    SPT   60.00    29782259.2930   772091822.9461    0.00182633  -146.2047   0.00188419   -30.0921    0.00404764   -66.1441    0.00155257
00.50000000    SMA   ALMA   60.00  -608885637.1510   252470453.9875    0.00461786  -144.6918   0.00143664     7.7886    0.00142375   -72.4260    0.00170297
00.50000000    SMA    LMT   60.00  -396286236.2319   -86209789.1089    0.00075208   -55.4441   0.00300547   160.4424    0.00314278   -83.0121    0.00271699
00.50000000    SMA    SMT   60.00  -304731674.8223  -149856587.1122    0.01303976   157.3471   0.02025613  -142.5704    0.01250141  -121.9357    0.01252473
00.50000000    SMA    SPT   60.00  -366503976.9389   685882033.8372    0.00238200     4.9994   0.01021033     9.1394    0.00211911   -66.3016    0.00459256
00.50000000    SMT   ALMA   60.00  -304153962.3287   402327041.0998    0.00406657    42.3249   0.00496250  -165.2242    0.00079669    75.7835    0.00265388
00.50000000    SMT    LMT   60.00   -91554561.4096    63646798.0033    0.06619646    -4.0062   0.00789419   -40.0709    0.00996920    44.7090    0.00423413
00.50000000    SMT    SMA   60.00   304731674.8223   149856587.1122    0.00573020   -18.6909   0.03725310     4.9398    0.00621805    44.6369    0.01252473
00.50000000    SMT    SPT   60.00   -61772302.1166   835738620.9494    0.00790707    14.9462   0.01127705   -21.4434    0.01186337   -64.4323    0.00715699
00.50000000    SPT   ALMA   60.00  -242381660.2121  -433411579.8497    0.00044248   164.8603   0.00160136    34.2077    0.00307565    96.0788    0.00097312
00.50000000    SPT    LMT   60.00   -29782259.2930  -772091822.9461    0.00255239   175.1452   0.00327764    -9.3232    0.00159419   172.3336    0.00155257
00.50000000    SPT    SMA   60.00   366503976.9389  -685882033.8372    0.00319098   111.2574   0.00984891   -72.2918    0.00401946   102.4835    0.00459256
00.50000000    SPT    SMT   60.00    61772302.1166  -835738620.9494    0.01498342   114.4826   0.01433639  -141.9870    0.00818514    62.7321    0.00715699
00.66666667   ALMA    LMT   60.00   208754603.1843  -343136475.4095    0.00031036  -166.4649   0.00063542    78.5030    0.00158103   127.3478    0.00057571
00.66666667   ALMA    SMA   60.00   612938021.3823  -265392438.8626    0.00343690    15.3564   0.00228525  -109.0620    0.00030796   121.3534    0.00170297
00.66666667   ALMA    SMT   60.00   302555954.7287  -408743594.1899    0.00234787   -83.9773   0.00226619   124.2100    0.00483534    16.9869    0.00265388
00.66666667   ALMA    SPT   60.00   258231439.2217   428117104.7804    0.00130762  -120.3701   0.00119674     9.6054    0.00136932  -127.8455    0.00097312
00.66666667    LMT   ALMA   60.00  -208754603.1843   343136475.4095    0.00041060    39.8195   0.00039323  -109.7330    0.00073768    67.4604    0.00057571
00.66666667    LMT    SMA   60.00   404183418.1980    77744036.5470    0.00515610  -128.9287   0.00210673   -86.6954    0.00287406   131.8158    0.00271699
00.66666667    LMT    SMT   60.00    93801351.5444   -65607118.7804    0.05123799     1.9971   0.00556212   -30.0615    0.00537814   -45.8503    0.00423413
00.66666667    LMT    SPT   60.00    49476836.0375   771253580.1899    0.00210358  -132.1212   0.00234066  -134.0178    0.00036988  -152.6871    0.00155257
00.66666667    SMA   ALMA   60.00  -612938021.3823   265392438.8626    0.00217272   -42.9737   0.00199385  -109.4228    0.00275924    50.0145    0.00170297
00.66666667    SMA    LMT   60.00  -404183418.1980   -77744036.5470    0.00293117   106.0146   0.00341790  -143.2553    0.00361537    81.9447    0.00271699
00.66666667    SMA    SMT   60.00  -310382066.6536  -143351155.3273    0.01050324  -165.1659   0.02229516   169.5946    0.01231609  -123.9343    0.01252473
00.66666667    SMA    SPT   60.00  -354706582.1605   693509543.6430    0.00562121    57.9698   0.00065565  -100.2254    0.00313421    64.9182    0.00459256
00.66666667    SMT   ALMA   60.00  -302555954.7287   408743594.1899    0.00511374    78.1137   0.00343394   -15.7496    0.00286453  -170.8815    0.00265388
00.66666667    SMT    LMT   60.00   -93801351.5444    65607118.7804    0.06026918     4.0541   0.00231668  -130.6168    0.00345112    40.9713    0.00423413
00.66666667    SMT    SMA   60.00   310382066.6536   143351155.3273    0.01557620   -58.5018   0.02220966   154.7335    0.00734271   155.7663    0.01252473
00.66666667    SMT    SPT   60.00   -44324515.5069   836860698.9703    0.01043487   140.0160   0.00555680   -15.4458    0.00802346  -122.5757    0.00715699
00.66666667    SPT   ALMA   60.00  -258231439.2217  -428117104.7804    0.00103458    51.0532   0.00164490   170.2328    0.00181853   -64.2219    0.00097312
00.66666667    SPT    LMT   60.00   -49476836.0375  -771253580.1899    0.00113129   149.8637   0.00301897  -127.7028    0.00204336   -33.8168    0.00155257
00.66666667    SPT    SMA   60.00   354706582.1605  -693509543.6430    0.00393935     2.1372   0.01441477   165.5076    0.00439534    96.6742    0.00459256
00.66666667    SPT    SMT   60.00    44324515.5069  -836860698.9703    0.01905631    98.0389   0.01645744    47.7741    0.01144260   162.3530    0.00715699
00.83333333   ALMA    LMT   60.00   204512429.1974  -347507180.0562    0.00140021   161.3038   0.00052818    67.6310    0.00106318   -36.0768    0.00057571
00.83333333   ALMA    SMA   60.00   615823643.2527  -278387799.9644    0.00075882    75.9862   0.00342652   -64.2244    0.00100743   121.3961    0.00170297
00.83333333   ALMA    SMT   60.00   300382014.6727  -415120255.2299    0.00439055  -153.2368   0.00284306  -130.5449    0.00287203  -113.7207    0.00265388
00.83333333   ALMA    SPT   60.00   273589660.0099   422492574.4708    0.00155497  -177.4700   0.00135464   -71.9851    0.00070298  -142.9405    0.00097312
00.83333333    LMT   ALMA   60.00  -204512429.1974   347507180.0562    0.00098352   118.5667   0.00058099  -119.1615    0.00028238  -164.7351    0.00057571
00.83333333    LMT    SMA   60.00   411311214.0553    69119380.0918    0.00139033   117.0561   0.00357376   -27.3840    0.00065323   -15.4470    0.00271699
00.83333333    LMT    SMT   60.00    95869585.4752   -67613075.1737    0.05126653     6.8393   0.01010690  -153.2340    0.00506914    -3.5684    0.00423413
00.83333333    LMT    SPT   60.00    69077230.8125   769999754.5270    0.00036103    47.9589   0.00285477   108.8148    0.00263367   144.0543    0.00155257
00.83333333    SMA   ALMA   60.00  -615823643.2527   278387799.9644    0.00364303   -56.4785   0.00373114  -166.8676    0.00471357   161.4514    0.00170297
00.83333333    SMA    LMT   60.00  -411311214.0553   -69119380.0918    0.00967540    96.0831   0.00493742    46.4221    0.00123941    -3.9102    0.00271699
00.83333333    SMA    SMT   60.00  -315441628.5800  -136732455.2655    0.01827959   -51.0640   0.01480615   124.2329    0.01225283    63.4524    0.01252473
00.83333333    SMA    SPT   60.00  -342233983.2428   700880374.4352    0.00721906    80.7932   0.01184172  -165.7089    0.00487768   116.3307    0.00459256
00.83333333    SMT   ALMA   60.00  -300382014.6727   415120255.2299    0.00424135   -20.3892   0.00651162   -87.3026    0.00297182  -122.6798    0.00265388
00.83333333    SMT    LMT   60.00   -95869585.4752    67613075.1737    0.05326358    -1.8548   0.00301665   178.1702    0.00675253   -14.2437    0.00423413
00.83333333    SMT    SMA   60.00   315441628.5800   136732455.2655    0.01373185   131.2594   0.02400766   157.5328    0.04088567     2.9983    0.01252473
00.83333333    SMT    SPT   60.00   -26792354.6628   837612829.7007    0.00782942   -49.7943   0.01674575  -177.6281    0.00396252    -3.1920    0.00715699
00.83333333    SPT   ALMA   60.00  -273589660.0099  -422492574.4708    0.00093051   -66.5213   0.00048923   -90.4211    0.00011019   -79.7441    0.00097312
00.83333333    SPT    LMT   60.00   -69077230.8125  -769999754.5270    0.00146547    -2.1966   0.00087733  -171.0655    0.00117474   -27.6382    0.00155257
00.83333333    SPT    SMA   60.00   342233983.2428  -700880374.4352    0.01142720   100.8996   0.00707746    15.5732    0.00715757  -113.6512    0.00459256
00.83333333    SPT    SMT   60.00    26792354.6628  -837612829.7007    0.01394932    28.1411   0.00871586   175.0481    0.01823763     2.1439    0.00715699
01.00000000   ALMA    LMT   60.00   199880954.1779  -351784037.1518    0.00016222   154.0361   0.00011554    33.0141    0.00032047  -117.9879    0.00057571
01.00000000   ALMA    SMA   60.00   617537009.8171  -291431799.8846    0.00364769   -99.9449   0.00241618     6.3964    0.00400168   -42.2120    0.00170297
01.00000000   ALMA    SMT   60.00   297636280.3791  -421444885.8832    0.00112607   -72.6753   0.00153616    -3.9050    0.00396976   -87.3303    0.00265388
01.00000000   ALMA    SPT   60.00   288427087.3304   416548695.5338    0.00045788   -18.6837   0.00190104   -40.0780    0.00114332    82.5751    0.00097312
01.00000000    LMT   ALMA   60.00  -199880954.1779   351784037.1518    0.00032732  -128.1356   0.00086252   -55.3656    0.00079568   -17.1188    0.00057571
01.00000000    LMT    SMA   60.00   417656055.6392    60352237.2672    0.00231962    32.0248   0.00508685   104.2738    0.00265249  -133.5136    0.00271699
01.00000000    LMT    SMT   60.00    97755326.2012   -69660848.7314    0.03676334     5.2708   0.00530377  -158.4198    0.00699461  -174.2639    0.00423413
01.00000000    LMT    SPT   60.00    88546133.1525   768332732.6856    0.00049949    35.6854   0.00206113    68.0641    0.00329481    75.0860    0.00155257
01.00000000    SMA   ALMA   60.00  -617537009.8171   291431799.8846    0.00114965  -155.6769   0.00541139   -54.7037    0.00185410   -63.6594    0.00170297
01.00000000    SMA    LMT   60.00  -417656055.6392   -60352237.2672    0.00761062    77.5444   0.00526187    81.9401    0.00399410    50.0727    0.00271699
01.00000000    SMA    SMT   60.00  -319900729.4380  -130013085.9986    0.02822673   166.9636   0.01320256    73.7292    0.02146470    80.3182    0.01252473
01.00000000    SMA    SPT   60.00  -329109922.4867   707980495.4184    0.00814875    58.6318   0.01077199    50.7194    0.00665483    41.1556    0.00459256
01.00000000    SMT   ALMA   60.00  -297636280.3791   421444885.8832    0.00193360  -152.0502   0.00257966   -65.7434    0.00449020   156.6732    0.00265388
01.00000000    SMT    LMT   60.00   -97755326.2012    69660848.7314    0.04264839     7.0064   0.01147098    19.7038    0.01121104   169.0907    0.00423413
01.00000000    SMT    SMA   60.00   319900729.4380   130013085.9986    0.01808677   -10.3920   0.00490671   108.0883    0.02884886   150.3815    0.01252473
01.00000000    SMT    SPT   60.00    -9209193.0487   837993581.4170    0.00633530    54.5726   0.00387970   -55.6224    0.00354861    78.3179    0.00715699
01.00000000    SPT   ALMA   60.00  -288427087.3304  -416548695.5338    0.00094234  -137.7710   0.00040145    50.8278    0.00161136   156.1815    0.00097312
01.00000000    SPT    LMT   60.00   -88546133.1525  -768332732.6856    0.00107117  -165.3699   0.00240228  -112.9703    0.00278407    -0.2990    0.00155257
01.00000000    SPT    SMA   60.00   329109922.4867  -707980495.4184    0.00518663   169.9646   0.01150937    33.2533    0.00614979  -128.4050    0.00459256
01.00000000    SPT    SMT   60.00     9209193.0487  -837993581.4170    0.00965525    53.8137   0.00953059  -125.5705    0.01101881   -49.9992    0.00715699
01.16666667   ALMA    LMT   60.00   194868994.4016  -355958905.4557    0.00067889   -91.7802   0.00096215   -68.9225    0.00045666    12.3458    0.00057571
01.16666667   ALMA    SMA   60.00   618074859.5848  -304499608.6279    0.00139482    88.3249   0.00234105  -170.2459    0.00399709    55.6877    0.00170297
01.16666667   ALMA    SMT   60.00   294323978.5094  -427705446.8558    0.00116412    51.1715   0.00374593    21.3376    0.00714858   134.9601    0.00265388
01.16666667   ALMA    SPT   60.00   302715477.2971   410296782.4809    0.00123656   105.6741   0.00150002  -146.8669    0.00216444    61.6213    0.00097312
01.16666667    LMT   ALMA   60.00  -194868994.4016   355958905.4557    0.00065469   121.0491   0.00100651   120.5291    0.00017892  -147.7439    0.00057571
01.16666667    LMT    SMA   60.00   423205865.1832    51459296.8277    0.00081985   163.8104   0.00264003     5.8041    0.00093353   -91.9081    0.00271699
01.16666667    LMT    SMT   60.00    99454984.1078   -71746541.4001    0.04135436     4.2446   0.01313151   -91.2178    0.00746338  -111.5098    0.00423413
01.16666667    LMT    SPT   60.00   107846482.8955   766255687.9366    0.00210390  -131.5165   0.00164459   -55.2073    0.00061132   -38.8211    0.00155257
01.16666667    SMA   ALMA   60.00  -618074859.5848   304499608.6279    0.00100437   -27.6180   0.00038459    43.3238    0.00110953    38.9873    0.00170297
01.16666667    SMA    LMT   60.00  -423205865.1832   -51459296.8277    0.00240302     4.3046   0.00610203   -57.7269    0.00140867    53.3466    0.00271699
01.16666667    SMA    SMT   60.00  -323750881.0754  -123205838.2278    0.03178004   -51.1111   0.03514892  -128.2698    0.01486739   -99.2280    0.01252473
01.16666667    SMA    SPT   60.00  -315359382.2877   714796391.1089    0.00543082    52.5251   0.00405735    99.2483    0.00470836  -141.5302    0.00459256
01.16666667    SMT   ALMA   60.00  -294323978.5094   427705446.8558    0.00381601   139.3853   0.00239593  -150.4525    0.00573949    32.1724    0.00265388
01.16666667    SMT    LMT   60.00   -99454984.1078    71746541.4001    0.03298919     1.2595   0.00523705   -16.7844    0.00531628   -64.3063    0.00423413
01.16666667    SMT    SMA   60.00   323750881.0754   123205838.2278    0.00927850  -111.4836   0.00527046    47.1554    0.00852269     9.1850    0.01252473
01.16666667    SMT    SPT   60.00     8391498.7877   838002229.3367    0.00708002  -160.8614   0.01867651    35.5741    0.01662345  -137.0926    0.00715699
01.16666667    SPT   ALMA   60.00  -302715477.2971  -410296782.4809    0.00185052   -45.3619   0.00104040    35.7230    0.00160923   100.6464    0.00097312
01.16666667    SPT    LMT   60.00  -107846482.8955  -766255687.9366    0.00173425    46.3535   0.00210423    33.6214    0.00245815   148.3916    0.00155257
01.16666667    SPT    SMA   60.00   315359382.2877  -714796391.1089    0.00823925   174.1971   0.01071860    82.2827    0.00249264    12.4298    0.00459256
01.16666667    SPT    SMT   60.00    -8391498.7877  -838002229.3367    0.00190596    -0.8237   0.00485601  -101.2713    0.00407600   -55.5113    0.00715699
01.33333333   ALMA    LMT   60.00   189486090.4188  -360023837.8688    0.00034296    97.0782   0.00107671   -47.7000    0.00048645   -18.1678    0.00057571
01.33333333   ALMA    SMA   60.00   617436168.7282  -317566350.8778    0.00382194  -170.4510   0.00243707  -167.9576    0.00135589    70.4022    0.00170297
01.33333333   ALMA    SMT   60.00   290451414.2182  -433890020.8140    0.00524321  -162.6774   0.00371917   172.6646    0.00583148   149.2228    0.00265388
01.33333333   ALMA    SPT   60.00   316427631.1475   403748736.1840    0.00106428   160.8680   0.00223556    42.1815    0.00226553    23.9919    0.00097312
01.33333333    LMT   ALMA   60.00  -189486090.4188   360023837.8688    0.00050523   153.1761   0.00035928  -136.9654    0.00117291   -76.5113    0.00057571
01.33333333    LMT    SMA   60.00   427950078.3094    42457486.9910    0.00344465  -130.7941   0.00615977   -55.7197    0.00659526   -40.1428    0.00271699
01.33333333    LMT    SMT   60.00   100965323.7994   -73866182.9452    0.03642310     1.7659   0.00824218    34.0091    0.00424342    13.6769    0.00423413
01.33333333    LMT    SPT   60.00   126941540.7287   763772574.0527    0.00402649   -21.4655   0.00037378    75.9729    0.00204408    52.3553    0.00155257
01.33333333    SMA   ALMA   60.00  -617436168.7282   317566350.8778    0.00257250    93.7923   0.00030171  -179.4285    0.00324792    73.7785    0.00170297
01.33333333    SMA    LMT   60.00  -427950078.3094   -42457486.9910    0.00265865   -27.3659   0.00325129   -89.0506    0.00295255   -51.5588    0.00271699
01.33333333    SMA    SMT   60.00  -326984754.5100  -116323669.9362    0.01863622    -7.2004   0.00440136    -0.9641    0.02312034    87.9803    0.01252473
01.33333333    SMA    SPT   60.00  -301008537.5807   721315087.0617    0.00849114   -23.7609   0.00650869   -53.2153    0.00601905    99.4081    0.00459256
01.33333333    SMT   ALMA   60.00  -290451414.2182   433890020.8140    0.00518596     6.8425   0.00669063   164.4145    0.00288806   -84.2764    0.00265388
01.33333333    SMT    LMT   60.00  -100965323.7994    73866182.9452    0.03757453    -2.5785   0.00775272   -41.3759    0.00039462  -135.7941    0.00423413
01.33333333    SMT    SMA   60.00   326984754.5100   116323669.9362    0.01632578    36.4318   0.00580020  -164.6568    0.00773408   -87.3928    0.01252473
01.33333333    SMT    SPT   60.00    25976216.9293   837638756.9979    0.00632339    71.3798   0.00796420   134.1862    0.00735636   111.2755    0.00715699
01.33333333    SPT   ALMA   60.00  -316427631.1475  -403748736.1840    0.00056847  -103.0376   0.00003048    20.6140    0.00083783  -116.7370    0.00097312
01.33333333    SPT    LMT   60.00  -126941540.7287  -763772574.0527    0.00176871  -141.6784   0.00082453   159.1145    0.00166528   -93.4501    0.00155257
01.33333333    SPT    SMA   60.00   301008537.5807  -721315087.0617    0.00659766   -28.5766   0.00383408   117.2661    0.00835212   134.2515    0.00459256
01.33333333    SPT    SMT   60.00   -25976216.9293  -837638756.9979    0.01492586   -86.5575   0.01229154    -8.7435    0.00851545   -28.3258    0.00715699
01.50000000   ALMA    LMT   60.00   183742488.8932  -363971096.5612    0.00043606   -38.7271   0.00039231    -9.0794    0.00065318   111.7182    0.00057571
01.50000000   ALMA    SMA   60.00   615622153.0316  -330607153.3475    0.00148883   -57.4945   0.00179026   172.0995    0.00128653   168.6171    0.00170297
01.50000000   ALMA    SMT   60.00   286025959.1519  -439986835.0698    0.00475369  -141.9752   0.00613691   104.8435    0.00394030   134.2759    0.00265388
01.50000000   ALMA    SPT   60.00   329537447.0174   396917021.2212    0.00055909  -169.1992   0.00246077   135.8680    0.00093367  -174.1942    0.00097312
01.50000000    LMT   ALMA   60.00  -183742488.8932   363971096.5612    0.00070170   -58.2736   0.00070557  -114.3164    0.00040686  -121.2037    0.00057571
01.50000000    LMT    SMA   60.00   431879664.1384    33363943.2137    0.00169655   173.4039   0.00244633  -170.7579    0.00355400    13.1541    0.00271699
01.50000000    LMT    SMT   60.00   102283470.2587   -76015738.5086    0.03371564     3.8582   0.00834766    29.8804    0.00357189    38.4711    0.00423413
01.50000000    LMT    SPT   60.00   145794958.1242   760888117.7824    0.00229432  -110.5219   0.00051258   -77.5539    0.00101760   136.2368    0.00155257
01.50000000    SMA   ALMA   60.00  -615622153.0316   330607153.3475    0.00330306   115.4553   0.00368318  -168.4509    0.00215058    12.0329    0.00170297
01.50000000    SMA    LMT   60.00  -431879664.1384   -33363943.2137    0.00264053  -106.9813   0.00221576   155.0333    0.00181282  -164.4432    0.00271699
01.50000000    SMA    SMT   60.00  -329596193.8797  -109379681.7223    0.00807536    43.1065   0.02413476    -5.6204    0.01954510  -105.6401    0.01252473
01.50000000    SMA    SPT   60.00  -286084706.0142   727524174.5687    0.00021918   -24.5299   0.00827811   -69.0051    0.00507397   -70.3782    0.00459256
01.50000000    SMT   ALMA   60.00  -286025959.1519   439986835.0698    0.00381061   -54.3451   0.00058918    -1.9223    0.00219300   -93.8986    0.00265388
01.50000000    SMT    LMT   60.00  -102283470.2587    76015738.5086    0.02141980     0.2617   0.00359387   -66.8258    0.00690687   123.4442    0.00423413
01.50000000    SMT    SMA   60.00   329596193.8797   109379681.7223    0.01564232  -173.6981   0.00281979   -80.6009    0.02127118  -102.0013    0.01252473
01.50000000    SMT    SPT   60.00    43511487.8655   836903856.2910    0.00654984   -19.9036   0.00388479    61.8532    0.01181019    -6.4336    0.00715699
01.50000000    SPT   ALMA   60.00  -329537447.0174  -396917021.2212    0.00242425    64.7614   0.00081336  -136.4648    0.00039796   116.2661    0.00097312
01.50000000    SPT    LMT   60.00  -145794958.1242  -760888117.7824    0.00063095   -22.8289   0.00265634   -49.3893    0.00231954   161.9031    0.00155257
