# SRC: SgrA 
# RA: 17 h 45 m 40.0409 s
# DEC: -28 deg 59 m 31.8820 s
# MJD: 48277.0000 - 48278.0069 
# RF: 14.9000 GHz 
# BW: 4.0000 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# -------------------------------------------------------------------------------------------------------------------------------------------------
# time (hr)   T1     T2    tint    U (lambda)       V (lambda)       Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
01.50000000    SMT    SPT   60.00    28814274.1865   554216331.4994    0.01720239  -173.8623   0.00421651    95.3115    0.00586932    74.0485    0.00715699
01.50000000    SPT   ALMA   60.00  -218227020.4693  -262847271.8309    0.00019283    77.7683   0.00178899    15.9822    0.00123614   -99.0750    0.00097312
01.50000000    SPT    LMT   60.00   -96548661.1578  -503877020.2204    0.00299072   137.2633   0.00104770  -142.1723    0.00178077   132.8123    0.00155257
01.50000000    SPT    SMA   60.00   189451649.7605  -481782675.6033    0.00438618   -65.4395   0.00589082    39.6606    0.00432521   -48.5747    0.00459256
01.50000000    SPT    SMT   60.00   -28814274.1865  -554216331.4994    0.00308079    35.7661   0.00400651   -17.4310    0.01264004  -149.2564    0.00715699
01.66666667   ALMA    LMT   60.00   117643197.0730  -243560808.8336    0.00029843   -76.3151   0.00025782  -173.2283    0.00044880     9.9745    0.00057571
01.66666667   ALMA    SMA   60.00   405701349.2044  -227537696.1206    0.00316051    16.4203   0.00163899    -3.2007    0.00123521  -109.2426    0.00170297
01.66666667   ALMA    SMT   60.00   186121553.6664  -295340703.6206    0.00442561   146.0420   0.00091631    99.8633    0.00561508    71.8613    0.00265388
01.66666667   ALMA    SPT   60.00   226493224.3310   258143918.5796    0.00065145   -50.4876   0.00232787  -174.9232    0.00129741  -131.0759    0.00097312
01.66666667    LMT   ALMA   60.00  -117643197.0730   243560808.8336    0.00065285    92.5875   0.00044848    80.2339    0.00095397   100.8247    0.00057571
01.66666667    LMT    SMA   60.00   288058152.1314    16023112.7130    0.00153238   -77.2699   0.00400116  -135.9785    0.00333431    95.6306    0.00271699
01.66666667    LMT    SMT   60.00    68478356.5934   -51779894.7870    0.00846556    64.2030   0.00603614   129.4784    0.00605815   -70.4993    0.00423413
01.66666667    LMT    SPT   60.00   108850027.2580   501704727.4132    0.00025643   114.8417   0.00219682   168.6826    0.00292653   -23.2261    0.00155257
01.66666667    SMA   ALMA   60.00  -405701349.2044   227537696.1206    0.00200005   -68.2886   0.00282499    32.8817    0.00305997    25.9038    0.00170297
01.66666667    SMA    LMT   60.00  -288058152.1314   -16023112.7130    0.00155124  -149.2645   0.00146894   134.2663    0.00249668   157.3497    0.00271699
01.66666667    SMA    SMT   60.00  -219579795.5380   -67803007.5000    0.01283087   141.1488   0.01271645    -3.3296    0.01110619   -69.6789    0.01252473
01.66666667    SMA    SPT   60.00  -179208124.8734   485681614.7002    0.00606103   -81.5352   0.01112942   -55.4203    0.00974320  -142.5001    0.00459256
01.66666667    SMT   ALMA   60.00  -186121553.6664   295340703.6206    0.00357222   -35.4424   0.00310801   108.5974    0.00251956    78.4941    0.00265388
01.66666667    SMT    LMT   60.00   -68478356.5934    51779894.7870    0.00449759   126.4822   0.00234280  -141.0187    0.00761876   -70.7141    0.00423413
01.66666667    SMT    SMA   60.00   219579795.5380    67803007.5000    0.01728180   127.5931   0.02399424  -159.7883    0.00413454   -39.7526    0.01252473
01.66666667    SMT    SPT   60.00    40371670.6646   553484622.2002    0.01509331    92.9378   0.01179950     5.0781    0.00528789    70.1258    0.00715699
01.66666667    SPT   ALMA   60.00  -226493224.3310  -258143918.5796    0.00101772   -12.8645   0.00114266   -65.3857    0.00086374   116.3514    0.00097312
01.66666667    SPT    LMT   60.00  -108850027.2580  -501704727.4132    0.00197983    49.8650   0.00204624   154.8431    0.00144550   104.3685    0.00155257
01.66666667    SPT    SMA   60.00   179208124.8734  -485681614.7002    0.00923324    94.4107   0.00788032    -5.0010    0.00615997  -116.1340    0.00459256
01.66666667    SPT    SMT   60.00   -40371670.6646  -553484622.2002    0.00376338    22.4715   0.00335442   113.9890    0.01877498   161.2929    0.00715699
01.83333333   ALMA    LMT   60.00   113384094.3224  -246004149.2815    0.00063094   172.7537   0.00079380    49.2660    0.00115183   119.4721    0.00057571
01.83333333   ALMA    SMA   60.00   402951752.6022  -236089996.6738    0.00295287    -7.7843   0.00206128   141.5761    0.00474494  -171.1629    0.00170297
01.83333333   ALMA    SMT   60.00   182476068.0941  -299238985.3899    0.00343583  -141.4049   0.00391061   161.5389    0.00298998   -95.2433    0.00265388
01.83333333   ALMA    SPT   60.00   234328285.4671   253270278.6414    0.00045124    89.8680   0.00106149  -106.6455    0.00102526   -42.1277    0.00097312
01.83333333    LMT   ALMA   60.00  -113384094.3224   246004149.2815    0.00025539  -164.7305   0.00003526   -65.4975    0.00031244    -5.1968    0.00057571
01.83333333    LMT    SMA   60.00   289567658.2797     9914152.6078    0.00227784  -100.6582   0.00566766    84.6054    0.00383686   -32.6897    0.00271699
01.83333333    LMT    SMT   60.00    69091973.7717   -53234836.1084    0.00696168    59.5815   0.00779550   -99.3746    0.00800686   -70.2861    0.00423413
01.83333333    LMT    SPT   60.00   120944191.1446   499274427.9229    0.00142188    87.2240   0.00113766    46.1771    0.00152147    87.8360    0.00155257
01.83333333    SMA   ALMA   60.00  -402951752.6022   236089996.6738    0.00176511  -171.8062   0.00237117    44.4169    0.00073528   -94.0733    0.00170297
01.83333333    SMA    LMT   60.00  -289567658.2797    -9914152.6078    0.00370077   112.3021   0.00090295    -3.7616    0.00232252   -81.7167    0.00271699
01.83333333    SMA    SMT   60.00  -220475684.5080   -63148988.7161    0.00998978   157.7652   0.02065784  -109.1006    0.01657631    36.8250    0.01252473
01.83333333    SMA    SPT   60.00  -168623467.1351   489360275.3151    0.00381836    36.5270   0.00567250   -53.4096    0.00598906    19.3828    0.00459256
01.83333333    SMT   ALMA   60.00  -182476068.0941   299238985.3899    0.00199437   -72.6515   0.00124571  -140.4615    0.00585338    99.7420    0.00265388
01.83333333    SMT    LMT   60.00   -69091973.7717    53234836.1084    0.00510052  -124.2412   0.00373294   -44.3267    0.00251294   -89.6344    0.00423413
01.83333333    SMT    SMA   60.00   220475684.5080    63148988.7161    0.00344316   -32.0007   0.03410337  -124.1049    0.01611886    32.0105    0.01252473
01.83333333    SMT    SPT   60.00    51852217.3729   552509264.0313    0.00409251  -140.6501   0.00836282   -99.8510    0.00228995   116.4842    0.00715699
01.83333333    SPT   ALMA   60.00  -234328285.4671  -253270278.6414    0.00205926   -50.1054   0.00162149    14.4608    0.00160578   133.4613    0.00097312
01.83333333    SPT    LMT   60.00  -120944191.1446  -499274427.9229    0.00225249    44.2603   0.00151118   160.7069    0.00141154   174.5281    0.00155257
01.83333333    SPT    SMA   60.00   168623467.1351  -489360275.3151    0.00721362    -0.0968   0.00324676    89.9705    0.00796967   142.6203    0.00459256
01.83333333    SPT    SMT   60.00   -51852217.3729  -552509264.0313    0.00751740    14.4766   0.00298890    -6.4666    0.01322180   153.8730    0.00715699
02.00000000   ALMA    LMT   60.00   108909158.5040  -248355118.6958    0.00008950  -118.2304   0.00088857    70.3250    0.00062919  -143.8706    0.00057571
02.00000000   ALMA    SMA   60.00   399435114.4366  -244576025.6415    0.00215447   -59.2093   0.00257382   -14.1800    0.00228654   -56.9484    0.00170297
02.00000000   ALMA    SMT   60.00   178483228.9550  -303056484.3754    0.00057528   -39.4988   0.00447563   -28.3081    0.00105976   163.3646    0.00265388
02.00000000   ALMA    SPT   60.00   241717289.3934   248235629.2669    0.00132365    28.2753   0.00136255    35.1561    0.00118556   -50.6898    0.00097312
02.00000000    LMT   ALMA   60.00  -108909158.5040   248355118.6958    0.00058560  -175.2812   0.00053076     0.8279    0.00069296   152.4204    0.00057571
02.00000000    LMT    SMA   60.00   290525955.9326     3779093.0543    0.00216455    16.8745   0.00129143   -36.4593    0.00735006    66.9291    0.00271699
02.00000000    LMT    SMT   60.00    69574070.4510   -54701365.6796    0.01812955    30.4433   0.00342961   -92.0612    0.00724567   -58.7627    0.00423413
02.00000000    LMT    SPT   60.00   132808130.8894   496590747.9627    0.00133561   -14.3761   0.00201607  -111.2467    0.00129635    25.0254    0.00155257
02.00000000    SMA   ALMA   60.00  -399435114.4366   244576025.6415    0.00288985  -107.9660   0.00158521    45.9215    0.00371262   -18.4332    0.00170297
02.00000000    SMA    LMT   60.00  -290525955.9326    -3779093.0543    0.00608726    76.3937   0.00208632   145.8092    0.00570266   -68.8666    0.00271699
02.00000000    SMA    SMT   60.00  -220951885.4816   -58480458.7339    0.00485644   118.1292   0.01427509  -149.3769    0.02644404    50.8026    0.01252473
02.00000000    SMA    SPT   60.00  -157717825.0432   492811654.9084    0.00739619  -135.4828   0.00523533   -74.0605    0.00916560  -163.7539    0.00459256
02.00000000    SMT   ALMA   60.00  -178483228.9550   303056484.3754    0.00697807   133.1045   0.00363039   139.5959    0.00190484    32.4831    0.00265388
02.00000000    SMT    LMT   60.00   -69574070.4510    54701365.6796    0.00882379   117.5423   0.01006676  -179.0191    0.00542105  -130.6191    0.00423413
02.00000000    SMT    SMA   60.00   220951885.4816    58480458.7339    0.01296024    13.1230   0.02604776  -153.7771    0.02278243    12.5354    0.01252473
02.00000000    SMT    SPT   60.00    63234060.4384   551292113.6423    0.01332737    20.3396   0.01527442   176.0906    0.00799005    58.0466    0.00715699
02.00000000    SPT   ALMA   60.00  -241717289.3934  -248235629.2669    0.00095035   -85.6004   0.00026517   -84.1515    0.00119264   -24.5191    0.00097312
02.00000000    SPT    LMT   60.00  -132808130.8894  -496590747.9627    0.00236806    26.6874   0.00161564   156.8094    0.00324625  -101.9261    0.00155257
02.00000000    SPT    SMA   60.00   157717825.0432  -492811654.9084    0.00587610   -14.9662   0.00193863     2.0056    0.00202221     0.3762    0.00459256
02.00000000    SPT    SMT   60.00   -63234060.4384  -551292113.6423    0.01245259   -13.8096   0.00726434  -137.3713    0.00258137     9.2647    0.00715699
02.16666667   ALMA    LMT   60.00   104226907.9124  -250609241.8725    0.00100213    56.2304   0.00086044   138.5742    0.00063294   -69.0743    0.00057571
02.16666667   ALMA    SMA   60.00   395158128.8283  -252979629.3854    0.00184681   119.6890   0.00195807  -145.7373    0.00446004   -41.8681    0.00170297
02.16666667   ALMA    SMT   60.00   174150636.8452  -306785933.7509    0.00553980   128.1576   0.00267883    45.5342    0.00510189    94.5156    0.00265388
02.16666667   ALMA    SPT   60.00   248646170.7211   243049554.1974    0.00146782    23.0444   0.00144272    48.2687    0.00140218   165.2969    0.00097312
02.16666667    LMT   ALMA   60.00  -104226907.9124   250609241.8725    0.00091189  -176.3242   0.00094374  -167.3973    0.00039081  -101.2538    0.00057571
02.16666667    LMT    SMA   60.00   290931220.9159    -2370387.5129    0.00725766   106.8089   0.00235925   126.5581    0.00752186   178.8941    0.00271699
02.16666667    LMT    SMT   60.00    69923728.9328   -56176691.8784    0.00744308   -55.7119   0.00261272   -46.7570    0.00879241    24.9534    0.00423413
02.16666667    LMT    SPT   60.00   144419262.8087   493658796.0699    0.00192608    -5.3673   0.00064792    62.1166    0.00335611  -116.7788    0.00155257
02.16666667    SMA   ALMA   60.00  -395158128.8283   252979629.3854    0.00374394   125.2344   0.00196590  -110.4026    0.00431502   -40.4135    0.00170297
02.16666667    SMA    LMT   60.00  -290931220.9159     2370387.5129    0.00245181   -53.9440   0.00529823  -145.1219    0.00071469   -56.6839    0.00271699
02.16666667    SMA    SMT   60.00  -221007491.9831   -53806304.3655    0.01811525   129.4564   0.00442561   -35.2719    0.00981352    12.7915    0.01252473
02.16666667    SMA    SPT   60.00  -146511958.1072   496029183.5828    0.00490107   -36.5507   0.00767219    93.0855    0.00943619   122.5795    0.00459256
02.16666667    SMT   ALMA   60.00  -174150636.8452   306785933.7509    0.00145935    39.3304   0.00296023  -161.5346    0.00279636    33.7803    0.00265388
02.16666667    SMT    LMT   60.00   -69923728.9328    56176691.8784    0.00714125  -104.6849   0.00584040    49.2883    0.00421531  -148.2217    0.00423413
02.16666667    SMT    SMA   60.00   221007491.9831    53806304.3655    0.00930251    55.1988   0.00854968   -26.8160    0.01996454    36.9123    0.01252473
02.16666667    SMT    SPT   60.00    74495533.8759   549835487.9483    0.01744148   122.9063   0.00839983   -91.9473    0.00392316   177.5216    0.00715699
02.16666667    SPT   ALMA   60.00  -248646170.7211  -243049554.1974    0.00095528   156.1490   0.00086320    23.4511    0.00125974   136.9512    0.00097312
02.16666667    SPT    LMT   60.00  -144419262.8087  -493658796.0699    0.00213884   159.9059   0.00114866  -139.1196    0.00529270   137.6360    0.00155257
02.16666667    SPT    SMA   60.00   146511958.1072  -496029183.5828    0.00519808  -147.6580   0.00500220  -101.4156    0.00836475   141.3974    0.00459256
02.16666667    SPT    SMT   60.00   -74495533.8759  -549835487.9483    0.00714875    18.8613   0.01563736    41.3473    0.00735960   126.9178    0.00715699
02.33333333   ALMA    LMT   60.00    99346255.4777  -252762227.9601    0.00062698   -41.4175   0.00015783   -73.1707    0.00083436   -37.3381    0.00057571
02.33333333   ALMA    SMA   60.00   390128937.2624  -261284811.1682    0.00249827    83.4055   0.00556333   -85.4448    0.00074167  -129.3490    0.00170297
02.33333333   ALMA    SMT   60.00   169486539.1001  -310420234.2975    0.00424427   174.6019   0.00426807   -67.2328    0.00306959   167.9007    0.00265388
02.33333333   ALMA    SPT   60.00   255101739.9307   237721925.4215    0.00099403  -160.0555   0.00212372   165.8322    0.00121723   121.4201    0.00097312
02.33333333    LMT   ALMA   60.00   -99346255.4777   252762227.9601    0.00036278   160.3588   0.00058906     4.6886    0.00163761  -165.2410    0.00057571
02.33333333    LMT    SMA   60.00   290782681.7847    -8522583.2081    0.00189860  -166.0584   0.00429106    13.1358    0.00568009   -12.8645    0.00271699
02.33333333    LMT    SMT   60.00    70140283.6224   -57658006.3375    0.00351545   -39.4679   0.00370340   175.3765    0.00135174    32.0063    0.00423413
02.33333333    LMT    SPT   60.00   155755484.4530   490484153.3816    0.00102754  -156.6169   0.00054740   168.2481    0.00116483    16.0551    0.00155257
02.33333333    SMA   ALMA   60.00  -390128937.2624   261284811.1682    0.00250568   145.0745   0.00286708    23.2161    0.00123928   -56.7356    0.00170297
02.33333333    SMA    LMT   60.00  -290782681.7847     8522583.2081    0.00422856  -152.2445   0.00581977  -167.1585    0.00315532    69.3619    0.00271699
02.33333333    SMA    SMT   60.00  -220642398.1623   -49135423.1294    0.01369693   115.7523   0.00398025   155.0920    0.02862700  -124.4885    0.01252473
02.33333333    SMA    SPT   60.00  -135027197.3317   499006736.5896    0.00649708   178.1739   0.00779839  -113.6864    0.00499550    59.3512    0.00459256
02.33333333    SMT   ALMA   60.00  -169486539.1001   310420234.2975    0.00308497    60.2393   0.00271659    67.8721    0.00052104    63.1333    0.00265388
02.33333333    SMT    LMT   60.00   -70140283.6224    57658006.3375    0.00613926   -40.4473   0.01157917  -170.6857    0.00631326  -142.8530    0.00423413
02.33333333    SMT    SMA   60.00   220642398.1623    49135423.1294    0.01402584   174.3167   0.00856120  -157.9113    0.00953357  -115.6740    0.01252473
02.33333333    SMT    SPT   60.00    85615200.8306   548142159.7190    0.00628260    42.7546   0.00272461    14.7296    0.01003099   -61.3834    0.00715699
02.33333333    SPT   ALMA   60.00  -255101739.9307  -237721925.4215    0.00121449   -92.3297   0.00196613   -46.1462    0.00047766    24.5930    0.00097312
02.33333333    SPT    LMT   60.00  -155755484.4530  -490484153.3816    0.00156667    54.8784   0.00034593   126.1283    0.00066511   163.7948    0.00155257
02.33333333    SPT    SMA   60.00   135027197.3317  -499006736.5896    0.00413081   -47.8779   0.00234999   103.5325    0.00841439   -48.2163    0.00459256
02.33333333    SPT    SMT   60.00   -85615200.8306  -548142159.7190    0.00937295    72.9559   0.01760674    84.2553    0.00698278    77.7357    0.00715699
02.50000000   ALMA    LMT   60.00    94276491.7992  -254809978.6271    0.00069433   -96.8588   0.00078973    95.2772    0.00077114  -133.0171    0.00057571
02.50000000   ALMA    SMA   60.00   384357113.0910  -269475761.6042    0.00376637   106.3527   0.00386096   -55.4713    0.00233924   104.3044    0.00170297
02.50000000   ALMA    SMT   60.00   164499814.0948  -313952467.9176    0.00207356  -149.6885   0.00059242   115.6133    0.00285363   173.7847    0.00265388
02.50000000   ALMA    SPT   60.00   261071708.4793   232262884.3834    0.00184663   -39.0049   0.00190111  -175.5785    0.00140100   104.1969    0.00097312
02.50000000    LMT   ALMA   60.00   -94276491.7992   254809978.6271    0.00073163   118.8192   0.00117540    95.6280    0.00035458   -39.4248    0.00057571
02.50000000    LMT    SMA   60.00   290080621.2918   -14665782.9770    0.00177374    58.6439   0.00251571   -20.3237    0.00330231  -145.9028    0.00271699
02.50000000    LMT    SMT   60.00    70223322.2956   -59142489.2905    0.00680143    19.0017   0.00452404     6.9966    0.00464033   -29.4094    0.00423413
02.50000000    LMT    SPT   60.00   166795216.6801   487072863.0105    0.00034450   176.8798   0.00175982  -125.9618    0.00116069  -172.5250    0.00155257
02.50000000    SMA   ALMA   60.00  -384357113.0910   269475761.6042    0.00099452   -67.6181   0.00185453   135.8032    0.00367067  -130.6256    0.00170297
02.50000000    SMA    LMT   60.00  -290080621.2918    14665782.9770    0.00458200    91.8521   0.00149045   -29.9974    0.00486161   142.9548    0.00271699
02.50000000    SMA    SMT   60.00  -219857298.9962   -44476706.3134    0.00521287    23.3266   0.02281083    22.7799    0.03100137   -16.6918    0.01252473
02.50000000    SMA    SPT   60.00  -123285404.6117   501738645.9876    0.00514910    64.5589   0.00265245   -56.7838    0.00648039    63.1671    0.00459256
02.50000000    SMT   ALMA   60.00  -164499814.0948   313952467.9176    0.00634598   -25.6096   0.00359480    56.1612    0.00622132  -113.5599    0.00265388
02.50000000    SMT    LMT   60.00   -70223322.2956    59142489.2905    0.00371498   125.2280   0.00653425   -82.1103    0.00703569    22.6538    0.00423413
02.50000000    SMT    SMA   60.00   219857298.9962    44476706.3134    0.00875834   127.6598   0.01370868    17.2592    0.00596641   115.0220    0.01252473
02.50000000    SMT    SPT   60.00    96571894.3845   546215352.3010    0.00646257    -6.4513   0.01144591   105.0795    0.00709584  -142.0789    0.00715699
02.50000000    SPT   ALMA   60.00  -261071708.4793  -232262884.3834    0.00230265  -103.9502   0.00024984   172.3509    0.00056821   112.2637    0.00097312
02.50000000    SPT    LMT   60.00  -166795216.6801  -487072863.0105    0.00272473  -125.1765   0.00265401    96.7470    0.00165536   127.3241    0.00155257
02.50000000    SPT    SMA   60.00   123285404.6117  -501738645.9876    0.00286470   131.6640   0.00832645    63.8355    0.00471877    28.8944    0.00459256
02.50000000    SPT    SMT   60.00   -96571894.3845  -546215352.3010    0.00681292    50.2975   0.00540691   -24.9029    0.00517197    47.6874    0.00715699
02.66666667   ALMA    LMT   60.00    89027267.4602  -256748595.8639    0.00049848   155.0150   0.00104929   -64.1398    0.00032384  -147.4515    0.00057571
02.66666667   ALMA    SMA   60.00   377853643.3094  -277536888.7537    0.00181213  -158.2290   0.00263252   -49.8355    0.00031767   128.9529    0.00170297
02.66666667   ALMA    SMT   60.00   159199954.3439  -317375910.8036    0.00388872   135.1953   0.00163611   133.8315    0.00381633   -81.8056    0.00265388
02.66666667   ALMA    SPT   60.00   266544712.1925   226682822.6780    0.00041159    39.1341   0.00210866    67.4156    0.00149130   -56.8176    0.00097312
02.66666667    LMT   ALMA   60.00   -89027267.4602   256748595.8639    0.00220693     4.5720   0.00029652    55.8514    0.00112062   -98.5461    0.00057571
02.66666667    LMT    SMA   60.00   288826375.8491   -20788292.8899    0.00485677     4.3289   0.00775194   -99.3889    0.00317195   116.8299    0.00271699
02.66666667    LMT    SMT   60.00    70172686.8836   -60627314.9398    0.00199701   -83.1226   0.00573244    27.5757    0.00802862   -44.7565    0.00423413
02.66666667    LMT    SPT   60.00   177517444.7322   483431418.5419    0.00361045  -170.2614   0.00180225   110.1400    0.00240049   165.7136    0.00155257
02.66666667    SMA   ALMA   60.00  -377853643.3094   277536888.7537    0.00252876   -24.1366   0.00198536  -126.2318    0.00154208    54.9306    0.00170297
02.66666667    SMA    LMT   60.00  -288826375.8491    20788292.8899    0.00137609    46.0567   0.00193857   140.0544    0.00096874    98.2291    0.00271699
02.66666667    SMA    SMT   60.00  -218653688.9655   -39839022.0499    0.01495089    69.9081   0.02344503   -96.7658    0.02673156  -152.6430    0.01252473
02.66666667    SMA    SPT   60.00  -111308931.1169   504219711.4317    0.00310313   133.8231   0.00536525   133.2702    0.00647560  -121.9086    0.00459256
02.66666667    SMT   ALMA   60.00  -159199954.3439   317375910.8036    0.00292077   126.2233   0.00392082  -152.2893    0.00283696   150.1469    0.00265388
02.66666667    SMT    LMT   60.00   -70172686.8836    60627314.9398    0.00208173   -91.3986   0.00927104   122.3069    0.00879211   -27.2513    0.00423413
02.66666667    SMT    SMA   60.00   218653688.9655    39839022.0499    0.02245488     7.5871   0.02167345  -143.3494    0.01383613   -56.9669    0.01252473
02.66666667    SMT    SPT   60.00   107344757.8486   544058733.4817    0.01380437  -164.8826   0.01219008  -166.0343    0.01103209   -81.3168    0.00715699
02.66666667    SPT   ALMA   60.00  -266544712.1925  -226682822.6780    0.00025766    61.7309   0.00130487   -24.2025    0.00146119   128.2821    0.00097312
02.66666667    SPT    LMT   60.00  -177517444.7322  -483431418.5419    0.00239052   152.1194   0.00052618    46.0339    0.00133818   131.8087    0.00155257
02.66666667    SPT    SMA   60.00   111308931.1169  -504219711.4317    0.00564159  -117.3258   0.01409122   122.8493    0.00624042   105.2922    0.00459256
02.66666667    SPT    SMT   60.00  -107344757.8486  -544058733.4817    0.01401136  -123.9052   0.00265792  -129.8752    0.00917819    66.9068    0.00715699
02.83333333   ALMA    LMT   60.00    83608574.6577  -258574389.4022    0.00101795   143.3950   0.00064167  -154.1594    0.00080437    31.3892    0.00057571
02.83333333   ALMA    SMA   60.00   370630907.6419  -285452847.8032    0.00126553  -146.2713   0.00261118  -113.5762    0.00125793  -101.9205    0.00170297
02.83333333   ALMA    SMT   60.00   153597048.4315  -320684046.2376    0.00429431   -10.4880   0.00554476   167.5512    0.00283161  -130.0249    0.00265388
02.83333333   ALMA    SPT   60.00   271510332.8966   220992362.2699    0.00020619   106.2603   0.00146867    -2.4725    0.00135085    59.7941    0.00097312
02.83333333    LMT   ALMA   60.00   -83608574.6577   258574389.4022    0.00042710   139.7109   0.00035334    -3.4455    0.00061161  -173.6791    0.00057571
02.83333333    LMT    SMA   60.00   287022332.9842   -26878458.4010    0.00055385  -175.2812   0.00444651  -166.2840    0.00418860    52.8585    0.00271699
02.83333333    LMT    SMT   60.00    69988473.7738   -62109656.8354    0.00471715   165.3867   0.00616171     0.1075    0.01256194    45.1307    0.00423413
02.83333333    LMT    SPT   60.00   187901758.2389   479566751.6721    0.00150988   167.2894   0.00309143   -69.6624    0.00234467   151.7514    0.00155257
02.83333333    SMA   ALMA   60.00  -370630907.6419   285452847.8032    0.00142799   116.7094   0.00268356    78.3974    0.00168222   -48.5834    0.00170297
02.83333333    SMA    LMT   60.00  -287022332.9842    26878458.4010    0.00321317   -59.5194   0.00239500   -53.0213    0.00527514   118.8015    0.00271699
02.83333333    SMA    SMT   60.00  -217033859.2104   -35231198.4344    0.00261725     6.5572   0.01414228  -103.0034    0.02566941    47.4334    0.01252473
02.83333333    SMA    SPT   60.00   -99120574.7454   506445210.0731    0.00459845   -31.5253   0.01248804  -161.2524    0.00125853   130.0759    0.00459256
02.83333333    SMT   ALMA   60.00  -153597048.4315   320684046.2376    0.00658102    27.2681   0.00501485   -39.1954    0.00440120   -76.0032    0.00265388
02.83333333    SMT    LMT   60.00   -69988473.7738    62109656.8354    0.00544676   -85.4433   0.00680831    -6.0646    0.00369599    84.6741    0.00423413
02.83333333    SMT    SMA   60.00   217033859.2104    35231198.4344    0.01376735  -133.2597   0.00894092    -6.1268    0.01242386    30.1013    0.01252473
02.83333333    SMT    SPT   60.00   117913284.4651   541676408.5075    0.01720682    43.2871   0.01015033    18.9083    0.01197307   -59.4393    0.00715699
02.83333333    SPT   ALMA   60.00  -271510332.8966  -220992362.2699    0.00237819  -120.2939   0.00226708   -76.9364    0.00114324    93.3416    0.00097312
02.83333333    SPT    LMT   60.00  -187901758.2389  -479566751.6721    0.00239048  -120.8211   0.00239627    21.8791    0.00087169    23.3372    0.00155257
02.83333333    SPT    SMA   60.00    99120574.7454  -506445210.0731    0.01106447   -87.7713   0.00127685    29.2994    0.00110731   107.7118    0.00459256
02.83333333    SPT    SMT   60.00  -117913284.4651  -541676408.5075    0.00870007  -150.6785   0.01516508   -43.4539    0.01448370  -144.3862    0.00715699
03.00000000   ALMA    LMT   60.00    78030728.1813  -260283883.7404    0.00040911   119.1033   0.00084338   123.5858    0.00058020   154.3525    0.00057571
03.00000000   ALMA    SMA   60.00   362702654.9765  -293208570.2745    0.00159336   -17.4883   0.00191677  -144.2700    0.00184227   -77.6141    0.00170297
03.00000000   ALMA    SMT   60.00   147701761.8075  -323870576.9956    0.00343717    50.9615   0.00394293   -55.3165    0.00154030   139.6289    0.00265388
03.00000000   ALMA    SPT   60.00   275959118.2503   215202335.2739    0.00091942     5.8654   0.00081800   147.8380    0.00145379    43.9485    0.00097312
03.00000000    LMT   ALMA   60.00   -78030728.1813   260283883.7404    0.00051913  -176.1511   0.00086262    -2.2456    0.00057438  -139.2862    0.00057571
03.00000000    LMT    SMA   60.00   284671926.7952   -32924686.5341    0.00461868    75.6986   0.00407151  -116.7288    0.00146677  -156.5574    0.00271699
03.00000000    LMT    SMT   60.00    69671033.6262   -63586693.2552    0.00371824   100.0187   0.00585461  -140.0533    0.00307475   -91.9833    0.00423413
03.00000000    LMT    SPT   60.00   197928390.0690   475486219.0143    0.00092253   137.3874   0.00188039    35.5577    0.00060445   179.6722    0.00155257
03.00000000    SMA   ALMA   60.00  -362702654.9765   293208570.2745    0.00080743    30.9296   0.00184903  -115.8333    0.00303000   -24.3333    0.00170297
03.00000000    SMA    LMT   60.00  -284671926.7952    32924686.5341    0.00574154  -112.8327   0.00350832   -98.0246    0.00436540    28.5543    0.00271699
03.00000000    SMA    SMT   60.00  -215000893.1690   -30662006.7211    0.01698560  -141.8159   0.02209270  -171.3675    0.00166205    42.4771    0.01252473
03.00000000    SMA    SPT   60.00   -86743536.7262   508410905.5484    0.00868013    14.2387   0.00725031   134.8166    0.00197557  -159.9943    0.00459256
03.00000000    SMT   ALMA   60.00  -147701761.8075   323870576.9956    0.00318920   -15.9595   0.00129542   -89.5022    0.00137372  -135.2466    0.00265388
03.00000000    SMT    LMT   60.00   -69671033.6262    63586693.2552    0.00186807  -110.0384   0.00663669   -60.2343    0.00124631  -158.5041    0.00423413
03.00000000    SMT    SMA   60.00   215000893.1690    30662006.7211    0.01361502   -47.4737   0.01364349   -68.1932    0.00736178  -102.3842    0.01252473
03.00000000    SMT    SPT   60.00   128257356.4428   539072912.2695    0.00322148    87.6271   0.00300280   147.3466    0.01043384  -173.2463    0.00715699
03.00000000    SPT   ALMA   60.00  -275959118.2503  -215202335.2739    0.00040711   -23.9071   0.00185411    92.8360    0.00071274    59.5596    0.00097312
03.00000000    SPT    LMT   60.00  -197928390.0690  -475486219.0143    0.00245517   -45.9191   0.00255769   -57.1534    0.00092847    62.0954    0.00155257
03.00000000    SPT    SMA   60.00    86743536.7262  -508410905.5484    0.00508782    73.7248   0.00432528  -135.8153    0.00157365  -126.6798    0.00459256
03.00000000    SPT    SMT   60.00  -128257356.4428  -539072912.2695    0.00880100    74.7061   0.00765022    20.1892    0.00820344   -42.9532    0.00715699
03.16666667   ALMA    LMT   60.00    72304345.7788  -261873824.7587    0.00078147  -127.4197   0.00027932  -126.5839    0.00045422    67.6595    0.00057571
