# SRC: SgrA 
# RA: 17 h 45 m 40.0409 s
# DEC: -28 deg 59 m 31.8820 s
# MJD: 48277.0000 - 48278.0069 
# RF: 8.4500 GHz 
# BW: 4.0000 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# -------------------------------------------------------------------------------------------------------------------------------------------------
# time (hr)   T1     T2    tint    U (lambda)       V (lambda)       Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
00.83333333    SPT    SMA   60.00   128527873.7067  -263219518.3990    0.01221228  -109.1398   0.00463148  -124.6262    0.00546032  -101.8078    0.00459256
00.83333333    SPT    SMT   60.00    10062017.6400  -314570151.5987    0.01232716    45.5450   0.00584458   -20.1067    0.00485874    49.4959    0.00715699
01.00000000   ALMA    LMT   60.00    75066402.7913  -132114449.5081    0.00087350   -96.9395   0.00062235    93.1941    0.00123837   107.9977    0.00057571
01.00000000   ALMA    SMA   60.00   231919454.7980  -109448831.5122    0.00149260   -73.1055   0.00248797  -155.7411    0.00360456   -23.6720    0.00170297
01.00000000   ALMA    SMT   60.00   111778958.6313  -158275968.2539    0.00454586   105.2530   0.00178273  -137.6802    0.00117656   150.5827    0.00265388
01.00000000   ALMA    SPT   60.00   108320395.0197   156437176.7671    0.00028259  -128.4336   0.00066317   -32.5902    0.00059519   120.0886    0.00097312
01.00000000    LMT   ALMA   60.00   -75066402.7913   132114449.5081    0.00019110   -27.9488   0.00020675   134.6808    0.00078862    97.9241    0.00057571
01.00000000    LMT    SMA   60.00   156853052.0067    22665617.9959    0.00502642    51.7686   0.00252056   -70.2195    0.00355860   -59.6625    0.00271699
01.00000000    LMT    SMT   60.00    36712555.8400   -26161518.7458    0.00465628  -129.1328   0.00642633   -34.7931    0.00215273   163.2140    0.00423413
01.00000000    LMT    SPT   60.00    33253992.2284   288551626.2752    0.00075415  -106.3614   0.00265176    -1.6911    0.00438378   -54.4060    0.00155257
01.00000000    SMA   ALMA   60.00  -231919454.7980   109448831.5122    0.00524983   -57.4937   0.00193858    74.8949    0.00195707   119.0222    0.00170297
01.00000000    SMA    LMT   60.00  -156853052.0067   -22665617.9959    0.00326439   109.8086   0.00181536  -155.8946    0.00407837  -152.2491    0.00271699
01.00000000    SMA    SMT   60.00  -120140496.1667   -48827136.7417    0.01740973   102.1450   0.02027704   136.0109    0.01635884    30.9409    0.01252473
01.00000000    SMA    SPT   60.00  -123599059.7783   265886008.2794    0.00703084   -18.5048   0.00617678   -59.3241    0.00551749   -57.9166    0.00459256
01.00000000    SMT   ALMA   60.00  -111778958.6313   158275968.2539    0.00318352   126.8964   0.00554739  -168.6291    0.00146702    91.6690    0.00265388
01.00000000    SMT    LMT   60.00   -36712555.8400    26161518.7458    0.00127748    -1.4658   0.00179312   117.9781    0.00677069  -173.0861    0.00423413
01.00000000    SMT    SMA   60.00   120140496.1667    48827136.7417    0.01942405   158.2408   0.01681428    79.0967    0.00543391    63.2805    0.01252473
01.00000000    SMT    SPT   60.00    -3458563.6116   314713145.0210    0.00620726   -53.8048   0.01725578   -39.1146    0.00482169    19.0689    0.00715699
01.00000000    SPT   ALMA   60.00  -108320395.0197  -156437176.7671    0.00111491   -17.6346   0.00114154   126.4975    0.00166925   107.1420    0.00097312
01.00000000    SPT    LMT   60.00   -33253992.2284  -288551626.2752    0.00273186    35.9304   0.00169978   135.4258    0.00088822  -111.4597    0.00155257
01.00000000    SPT    SMA   60.00   123599059.7783  -265886008.2794    0.00278819   -81.5410   0.00364301   131.6306    0.00587472   153.0495    0.00459256
01.00000000    SPT    SMT   60.00     3458563.6116  -314713145.0210    0.00805110    81.3208   0.00936166    68.1450    0.00810452    56.0555    0.00715699
01.16666667   ALMA    LMT   60.00    73184133.4530  -133682344.4933    0.00084787  -121.7229   0.00155852   -14.6010    0.00108039  -123.8112    0.00057571
01.16666667   ALMA    SMA   60.00   232121447.2663  -114356519.6847    0.00257763  -173.9381   0.00142757    91.3246    0.00083886   175.0872    0.00170297
01.16666667   ALMA    SMT   60.00   110535005.2624  -160627156.7081    0.00194916     7.1498   0.00354885    -8.3935    0.00472935   -54.0935    0.00265388
01.16666667   ALMA    SPT   60.00   113686479.2516   154089236.0873    0.00068312  -160.6854   0.00126211  -161.2231    0.00179839    48.6181    0.00097312
01.16666667    LMT   ALMA   60.00   -73184133.4530   133682344.4933    0.00082009    61.3482   0.00066732   104.7981    0.00044528  -108.1129    0.00057571
01.16666667    LMT    SMA   60.00   158937313.8132    19325824.8086    0.00379191  -103.7990   0.00392714  -149.7428    0.00379911  -140.2047    0.00271699
01.16666667    LMT    SMT   60.00    37350871.8094   -26944812.2147    0.00202727   162.4910   0.00737952   105.4022    0.00602515    -5.6182    0.00423413
01.16666667    LMT    SPT   60.00    40502345.7985   287771580.5806    0.00216054  -155.1630   0.00339161    -6.8923    0.00121695    10.6640    0.00155257
01.16666667    SMA   ALMA   60.00  -232121447.2663   114356519.6847    0.00125278    36.9282   0.00045270   -10.3370    0.00133599    93.3487    0.00170297
01.16666667    SMA    LMT   60.00  -158937313.8132   -19325824.8086    0.00353155   -75.3365   0.00248659   -12.6670    0.00514642   -97.4475    0.00271699
01.16666667    SMA    SMT   60.00  -121586442.0039   -46270637.0233    0.00762205   -14.0563   0.00878090    57.7730    0.01648628    56.2138    0.01252473
01.16666667    SMA    SPT   60.00  -118434968.0147   268445755.7720    0.01145663   -85.2123   0.00443644   -33.1518    0.00280211    69.7157    0.00459256
01.16666667    SMT   ALMA   60.00  -110535005.2624   160627156.7081    0.00426272   -52.6057   0.00292446    40.0304    0.00306103    20.0538    0.00265388
01.16666667    SMT    LMT   60.00   -37350871.8094    26944812.2147    0.00221260   109.9238   0.00316077    -7.2094    0.00597694    -3.3224    0.00423413
01.16666667    SMT    SMA   60.00   121586442.0039    46270637.0233    0.01482858   120.8241   0.01273715   -53.0064    0.01941493   139.4139    0.01252473
01.16666667    SMT    SPT   60.00     3151473.9892   314716392.7953    0.00588460    24.1277   0.01317374    -7.6394    0.00791525   156.0081    0.00715699
01.16666667    SPT   ALMA   60.00  -113686479.2516  -154089236.0873    0.00081630   110.5637   0.00129022   -69.8421    0.00108584   -98.9523    0.00097312
01.16666667    SPT    LMT   60.00   -40502345.7985  -287771580.5806    0.00064103  -122.1765   0.00063137  -157.6135    0.00088043  -103.6559    0.00155257
01.16666667    SPT    SMA   60.00   118434968.0147  -268445755.7720    0.00551560   -56.2770   0.00658433  -111.6611    0.01003803  -135.2438    0.00459256
01.16666667    SPT    SMT   60.00    -3151473.9892  -314716392.7953    0.01015218   -16.9102   0.00662047  -127.4839    0.00365716  -145.2894    0.00715699
01.33333333   ALMA    LMT   60.00    71162553.9573  -135208952.4441    0.00116562   -40.5710   0.00101770   118.4983    0.00080071   -71.1325    0.00057571
01.33333333   ALMA    SMA   60.00   231881583.3668  -119263807.3296    0.00218307   -58.0725   0.00024110  -130.1423    0.00164646   154.8062    0.00170297
01.33333333   ALMA    SMT   60.00   109080642.2286  -162949807.8168    0.00527998    53.9966   0.00255069   -39.1898    0.00263440   172.3277    0.00265388
01.33333333   ALMA    SPT   60.00   118836154.8087   151630080.9224    0.00015233   -56.2723   0.00069818   -72.5290    0.00219116  -154.9019    0.00097312
01.33333333    LMT   ALMA   60.00   -71162553.9573   135208952.4441    0.00089885   173.4959   0.00069229   -19.5679    0.00038278    20.7539    0.00057571
01.33333333    LMT    SMA   60.00   160719029.4095    15945145.1144    0.00255840    66.6343   0.00096994  -161.7044    0.00444853  -105.7124    0.00271699
01.33333333    LMT    SMT   60.00    37918088.2713   -27740855.3728    0.00672488    59.1779   0.00850035  -118.0454    0.00555393   148.8181    0.00423413
01.33333333    LMT    SPT   60.00    47673600.8514   286839033.3665    0.00321520    66.7867   0.00242478  -169.3282    0.00243868    80.7419    0.00155257
01.33333333    SMA   ALMA   60.00  -231881583.3668   119263807.3296    0.00201135    11.9472   0.00272788  -177.2488    0.00407169    61.8518    0.00170297
01.33333333    SMA    LMT   60.00  -160719029.4095   -15945145.1144    0.00247070   -58.4276   0.00177189   -80.9384    0.00135379    57.0696    0.00271699
01.33333333    SMA    SMT   60.00  -122800941.1382   -43686000.4872    0.01916334  -111.2137   0.01363945    38.8827    0.01630802  -150.2763    0.01252473
01.33333333    SMA    SPT   60.00  -113045428.5581   270893888.2521    0.00349438   -72.5047   0.00357979  -135.1530    0.00515728   -86.5890    0.00459256
01.33333333    SMT   ALMA   60.00  -109080642.2286   162949807.8168    0.00300828  -138.6447   0.00587866    54.5437    0.00171806   165.5857    0.00265388
01.33333333    SMT    LMT   60.00   -37918088.2713    27740855.3728    0.01073810  -176.4463   0.00667428     2.6261    0.00486402   163.7024    0.00423413
01.33333333    SMT    SMA   60.00   122800941.1382    43686000.4872    0.01968764   143.2939   0.01070336    59.7757    0.02262597  -158.3176    0.01252473
01.33333333    SMT    SPT   60.00     9755512.5801   314579888.7392    0.01161424   -20.1964   0.01624583     0.0445    0.01777228   -44.0254    0.00715699
01.33333333    SPT   ALMA   60.00  -118836154.8087  -151630080.9224    0.00096088   178.6438   0.00114123   -61.9452    0.00103169   -90.6998    0.00097312
01.33333333    SPT    LMT   60.00   -47673600.8514  -286839033.3665    0.00297726    84.1319   0.00270975  -146.4260    0.00035716   -66.2808    0.00155257
01.33333333    SPT    SMA   60.00   113045428.5581  -270893888.2521    0.00351155    56.1851   0.00508025   -28.3874    0.01090191  -151.3195    0.00459256
01.33333333    SPT    SMT   60.00    -9755512.5801  -314579888.7392    0.01015650   100.7794   0.01060050   171.2839    0.01175133   -89.7836    0.00715699
01.50000000   ALMA    LMT   60.00    69005512.4955  -136691367.3752    0.00099275    40.3664   0.00107507   -86.6046    0.00048010   153.3398    0.00057571
01.50000000   ALMA    SMA   60.00   231200319.6941  -124161353.1461    0.00144273   -58.9997   0.00117984    50.6475    0.00267643    79.1917    0.00170297
01.50000000   ALMA    SMT   60.00   107418637.9926  -165239500.2818    0.00515767   -47.1398   0.00239841   177.4308    0.00120850   -98.0134    0.00265388
01.50000000   ALMA    SPT   60.00   123759618.9910   149064392.4142    0.00238395  -158.7807   0.00033953   -22.7138    0.00217001    30.2129    0.00097312
01.50000000    LMT   ALMA   60.00   -69005512.4955   136691367.3752    0.00080866  -129.1320   0.00127003   -53.5048    0.00089866   -77.8392    0.00057571
01.50000000    LMT    SMA   60.00   162194807.1986    12530014.2292    0.00252133   -40.6267   0.00623415   -78.4409    0.00262752   155.1903    0.00271699
01.50000000    LMT    SMT   60.00    38413125.4971   -28548132.9066    0.00152846   160.6282   0.00312947   148.9612    0.00482917   153.8333    0.00423413
01.50000000    LMT    SPT   60.00    54754106.4955   285755759.7894    0.00300915  -122.6470   0.00086339   165.4488    0.00110801    85.7127    0.00155257
01.50000000    SMA   ALMA   60.00  -231200319.6941   124161353.1461    0.00332859   -50.7949   0.00208753  -151.5943    0.00237289    38.1221    0.00170297
01.50000000    SMA    LMT   60.00  -162194807.1986   -12530014.2292    0.00361958  -155.1733   0.00410586  -152.4340    0.00088666    67.5652    0.00271699
01.50000000    SMA    SMT   60.00  -123781681.7015   -41078147.1357    0.01391362   169.5325   0.03108079    75.3288    0.01866072   -22.2799    0.01252473
01.50000000    SMA    SPT   60.00  -107440700.7031   273225745.5603    0.00353711   -96.6566   0.00433243  -162.7999    0.00318314   135.6469    0.00459256
01.50000000    SMT   ALMA   60.00  -107418637.9926   165239500.2818    0.00415994   -62.8414   0.00229238   -15.1399    0.00225981   -39.2622    0.00265388
01.50000000    SMT    LMT   60.00   -38413125.4971    28548132.9066    0.00494344  -148.6838   0.00710585   -61.2225    0.00294869  -106.5987    0.00423413
01.50000000    SMT    SMA   60.00   123781681.7015    41078147.1357    0.01311690   -24.7752   0.01766410  -118.0534    0.01476062   -34.8532    0.01252473
01.50000000    SMT    SPT   60.00    16340980.9984   314303892.6960    0.00598803    -0.9570   0.00232285    60.8637    0.01784420    53.7320    0.00715699
01.50000000    SPT   ALMA   60.00  -123759618.9910  -149064392.4142    0.00086398    76.9081   0.00174344    95.7501    0.00164092    66.4046    0.00097312
01.50000000    SPT    LMT   60.00   -54754106.4955  -285755759.7894    0.00093285    17.5278   0.00166890  -133.0117    0.00036434   141.4444    0.00155257
