# SRC: SgrA 
# RA: 17 h 45 m 40.0409 s
# DEC: -28 deg 59 m 31.8820 s
# MJD: 48277.0000 - 48278.0069 
# RF: 8.4500 GHz 
# BW: 4.0000 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# -------------------------------------------------------------------------------------------------------------------------------------------------
# time (hr)   T1     T2    tint    U (lambda)       V (lambda)       Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
01.50000000    SPT    SMA   60.00   107440700.7031  -273225745.5603    0.00536368  -171.5570   0.00432132  -165.7119    0.00410919   177.3815    0.00459256
01.50000000    SPT    SMT   60.00   -16340980.9984  -314303892.6960    0.01769000  -140.3054   0.00696223     9.5605    0.00997779   -46.2816    0.00715699
01.66666667   ALMA    LMT   60.00    66717115.1186  -138126767.4258    0.00060587  -104.6513   0.00027765    26.2240    0.00056502   124.2578    0.00057571
01.66666667   ALMA    SMA   60.00   230078953.0723  -129039834.3771    0.00195538  -149.3049   0.00252983   -94.7302    0.00171381   150.7680    0.00170297
01.66666667   ALMA    SMT   60.00   105552156.2739  -167491875.5432    0.00078631   -12.3382   0.00219099  -126.1004    0.00357409   -97.5332    0.00265388
01.66666667   ALMA    SPT   60.00   128447499.7045   146397054.4965    0.00213129  -166.0588   0.00182683  -173.6832    0.00143772   -15.8312    0.00097312
01.66666667    LMT   ALMA   60.00   -66717115.1186   138126767.4258    0.00059183   -30.5352   0.00105591    73.6628    0.00075564   -57.8226    0.00057571
01.66666667    LMT    SMA   60.00   163361837.9537     9086933.0486    0.00154798  -147.7041   0.00341989  -124.6514    0.00398928   177.3747    0.00271699
01.66666667    LMT    SMT   60.00    38835041.1553   -29365108.1175    0.00704374   170.1751   0.00453162    27.2717    0.00353156    72.3443    0.00423413
01.66666667    LMT    SPT   60.00    61730384.5859   284523821.9223    0.00114140   -10.9155   0.00083775   -68.6222    0.00118449  -149.1911    0.00155257
01.66666667    SMA   ALMA   60.00  -230078953.0723   129039834.3771    0.00095164   -11.3250   0.00393401  -111.6791    0.00106788    46.4285    0.00170297
01.66666667    SMA    LMT   60.00  -163361837.9537    -9086933.0486    0.00168694   164.4465   0.00067793  -179.5833    0.00011525   -22.5677    0.00271699
01.66666667    SMA    SMT   60.00  -124526796.7984   -38452041.1661    0.00984504   132.0043   0.01372136    37.9968    0.00977700  -132.4075    0.01252473
01.66666667    SMA    SPT   60.00  -101631453.3678   275436888.8736    0.00530898   127.0002   0.00621706   177.5591    0.00483701   -27.2924    0.00459256
01.66666667    SMT   ALMA   60.00  -105552156.2739   167491875.5432    0.00451307    58.2390   0.00919592     5.2986    0.00365716   175.0749    0.00265388
01.66666667    SMT    LMT   60.00   -38835041.1553    29365108.1175    0.00451224    35.8394   0.00084261   170.9577    0.00682265    68.6823    0.00423413
01.66666667    SMT    SMA   60.00   124526796.7984    38452041.1661    0.00300519  -137.5245   0.01434479   -93.2885    0.03580015   105.1443    0.01252473
01.66666667    SMT    SPT   60.00    22895343.4306   313888930.0397    0.01067659  -104.7246   0.01031264    78.5051    0.00348534  -118.6326    0.00715699
01.66666667    SPT   ALMA   60.00  -128447499.7045  -146397054.4965    0.00201689    17.5114   0.00172759    46.8167    0.00108647   110.1491    0.00097312
01.66666667    SPT    LMT   60.00   -61730384.5859  -284523821.9223    0.00255803   -30.0554   0.00119407     2.9928    0.00322782   109.9215    0.00155257
01.66666667    SPT    SMA   60.00   101631453.3678  -275436888.8736    0.00341519   152.8314   0.00014950   152.9509    0.00165234    42.1753    0.00459256
01.66666667    SPT    SMT   60.00   -22895343.4306  -313888930.0397    0.01279811   169.7446   0.00578632    38.8863    0.00664942   -64.0439    0.00715699
01.83333333   ALMA    LMT   60.00    64301717.9211  -139512420.2301    0.00036353   147.3380   0.00008521   -89.5644    0.00061986   -98.0996    0.00057571
01.83333333   ALMA    SMA   60.00   228519618.0865  -133889964.5566    0.00178502   167.3682   0.00269146   144.8626    0.00130923   114.9718    0.00170297
01.83333333   ALMA    SMT   60.00   103484750.0265  -169702646.0768    0.00109228  -173.7245   0.00590306    35.8455    0.00421352   -77.6153    0.00265388
01.83333333   ALMA    SPT   60.00   132890873.3018   143633144.5986    0.00154254   -55.3766   0.00285698   111.2639    0.00044198   -26.5374    0.00097312
01.83333333    LMT   ALMA   60.00   -64301717.9211   139512420.2301    0.00040620   134.6912   0.00054684    15.3880    0.00119218   -42.5331    0.00057571
01.83333333    LMT    SMA   60.00   164217900.1653     5622455.6735    0.00286811   101.9940   0.00481663  -177.9846    0.00581262   -87.2940    0.00271699
01.83333333    LMT    SMT   60.00    39183032.1054   -30190225.8467    0.00635239  -123.1677   0.00814286   -35.1741    0.00573887   -94.9864    0.00423413
01.83333333    LMT    SPT   60.00    68589155.3807   283145564.8288    0.00058466   171.3628   0.00054810   101.1900    0.00199439  -172.4808    0.00155257
01.83333333    SMA   ALMA   60.00  -228519618.0865   133889964.5566    0.00289639   112.2962   0.00303393   -39.5846    0.00134893  -175.9485    0.00170297
01.83333333    SMA    LMT   60.00  -164217900.1653    -5622455.6735    0.00619219  -177.2243   0.00238025    52.2424    0.00223070   -56.5439    0.00271699
01.83333333    SMA    SMT   60.00  -125034868.0599   -35812681.5202    0.00405604  -172.0543   0.03395640   -25.1357    0.02503104  -112.0215    0.01252473
01.83333333    SMA    SPT   60.00   -95628744.7847   277523109.1552    0.01240602  -166.6042   0.00154038   -35.2464    0.00330156   118.8515    0.00459256
01.83333333    SMT   ALMA   60.00  -103484750.0265   169702646.0768    0.00007983   -81.7257   0.00342872  -145.9941    0.00654860   -76.6202    0.00265388
01.83333333    SMT    LMT   60.00   -39183032.1054    30190225.8467    0.00460157   -35.8001   0.00521873  -111.3886    0.00185582   -34.5328    0.00423413
01.83333333    SMT    SMA   60.00   125034868.0599    35812681.5202    0.00827150   142.1039   0.01852700   172.3818    0.01785333   -86.2606    0.01252473
01.83333333    SMT    SPT   60.00    29406123.2753   313335790.6755    0.00931451   -97.3524   0.00242067     8.7071    0.01212557   110.3255    0.00715699
01.83333333    SPT   ALMA   60.00  -132890873.3018  -143633144.5986    0.00083153    -9.3981   0.00091972  -157.2473    0.00080648   118.1035    0.00097312
01.83333333    SPT    LMT   60.00   -68589155.3807  -283145564.8288    0.00186539  -100.7983   0.00145461   -40.8361    0.00238027  -108.0728    0.00155257
01.83333333    SPT    SMA   60.00    95628744.7847  -277523109.1552    0.00785314     0.0509   0.00371926    73.7501    0.00903992  -166.3352    0.00459256
01.83333333    SPT    SMT   60.00   -29406123.2753  -313335790.6755    0.01659091  -165.6432   0.01717654   117.2125    0.01760460     0.1090    0.00715699
02.00000000   ALMA    LMT   60.00    61763918.7489  -140845688.1194    0.00087992    97.3400   0.00037746    12.0082    0.00038478    85.8360    0.00057571
02.00000000   ALMA    SMA   60.00   226525283.0194  -138702511.1860    0.00102935    14.1244   0.00220304   131.8115    0.00069923   -70.2426    0.00170297
02.00000000   ALMA    SMT   60.00   101220354.6758  -171867603.5552    0.00380669   -66.4135   0.00130878  -149.4381    0.00568307     3.3453    0.00265388
02.00000000   ALMA    SPT   60.00   137081281.5687   140777923.9802    0.00019727    30.8839   0.00085126   -18.6197    0.00130133   157.4697    0.00097312
02.00000000    LMT   ALMA   60.00   -61763918.7489   140845688.1194    0.00060807    69.3348   0.00099042   -99.5284    0.00082530  -115.1861    0.00057571
02.00000000    LMT    SMA   60.00   164761364.2705     2143176.9335    0.00589813   151.4664   0.00268400   120.5335    0.00229851    32.4492    0.00271699
02.00000000    LMT    SMT   60.00    39456435.9269   -31021915.4358    0.00984503    91.0157   0.00527424    59.2964    0.00306413   126.0082    0.00423413
02.00000000    LMT    SPT   60.00    75317362.8198   281623612.0997    0.00188939  -121.4439   0.00268149   -29.9890    0.00026803   -74.0617    0.00155257
02.00000000    SMA   ALMA   60.00  -226525283.0194   138702511.1860    0.00078681    12.0794   0.00189704  -113.0700    0.00061291   115.2990    0.00170297
02.00000000    SMA    LMT   60.00  -164761364.2705    -2143176.9335    0.00250034   161.1197   0.00261613   -81.2965    0.00316795    -1.8609    0.00271699
02.00000000    SMA    SMT   60.00  -125304928.3436   -33165092.3693    0.01514218    11.6234   0.01853750   -86.7328    0.01496261   -24.5562    0.01252473
02.00000000    SMA    SPT   60.00   -89444001.4507   279480435.1662    0.00227178  -105.0853   0.00511207   144.7755    0.00714479    40.0901    0.00459256
02.00000000    SMT   ALMA   60.00  -101220354.6758   171867603.5552    0.00569132   176.0545   0.00258872   114.4040    0.00324158   -27.1689    0.00265388
02.00000000    SMT    LMT   60.00   -39456435.9269    31021915.4358    0.00798925   166.7459   0.00567520     4.5761    0.00661574   -49.7968    0.00423413
02.00000000    SMT    SMA   60.00   125304928.3436    33165092.3693    0.02900768   133.9070   0.01306540   -21.0568    0.02120626   -59.7066    0.01252473
02.00000000    SMT    SPT   60.00    35860926.8929   312645527.5354    0.00515856    98.3004   0.01083845    11.8896    0.01009102   143.7556    0.00715699
02.00000000    SPT   ALMA   60.00  -137081281.5687  -140777923.9802    0.00110414  -159.7298   0.00131453   -24.3547    0.00080956   -13.0427    0.00097312
02.00000000    SPT    LMT   60.00   -75317362.8198  -281623612.0997    0.00244459    97.9289   0.00147977    75.3617    0.00368199  -177.9718    0.00155257
02.00000000    SPT    SMA   60.00    89444001.4507  -279480435.1662    0.00127019  -140.9812   0.00883708   -66.9090    0.01074143  -112.0023    0.00459256
02.00000000    SPT    SMT   60.00   -35860926.8929  -312645527.5354    0.00595468  -106.4466   0.00825048    -0.2725    0.01067109  -104.6562    0.00715699
02.16666667   ALMA    LMT   60.00    59108548.4470  -142124033.1425    0.00032407    54.0570   0.00085696    19.4621    0.00154593  -127.2654    0.00057571
02.16666667   ALMA    SMA   60.00   224099744.2013  -143468313.3092    0.00209993  -106.4357   0.00235065   -87.2094    0.00256919    65.4949    0.00170297
02.16666667   ALMA    SMT   60.00    98763280.6270  -173982626.8588    0.00280001    14.6508   0.00379192    96.2642    0.00124438    -3.4674    0.00265388
02.16666667   ALMA    SPT   60.00   141010747.8251   137836827.7160    0.00298181    77.7502   0.00102191  -167.3021    0.00053796   143.5446    0.00097312
02.16666667    LMT   ALMA   60.00   -59108548.4470   142124033.1425    0.00072832   -65.0696   0.00145290    15.2464    0.00040323   -64.1449    0.00057571
02.16666667    LMT    SMA   60.00   164991195.7543    -1344280.1667    0.00060529   -90.1130   0.00460811   129.6837    0.00481786   -78.6638    0.00271699
02.16666667    LMT    SMT   60.00    39654732.1800   -31858593.7163    0.00701582    86.2986   0.00167393    51.9629    0.00264753   -67.5204    0.00423413
02.16666667    LMT    SPT   60.00    81902199.3781   279960860.8584    0.00239715    27.8790   0.00101101  -106.6796    0.00168996    24.2958    0.00155257
02.16666667    SMA   ALMA   60.00  -224099744.2013   143468313.3092    0.00103613    72.3954   0.00373756   -43.3482    0.00100284    14.3951    0.00170297
02.16666667    SMA    LMT   60.00  -164991195.7543     1344280.1667    0.00391149    73.9366   0.00198781  -165.8493    0.00232591   -50.3691    0.00271699
02.16666667    SMA    SMT   60.00  -125336463.5743   -30514313.5496    0.01341082    19.7605   0.00830864    16.2026    0.01442229   178.7421    0.01252473
02.16666667    SMA    SPT   60.00   -83088996.3762   281305141.0251    0.00645641   -89.4258   0.00550122    79.4390    0.00438853     0.5099    0.00459256
02.16666667    SMT   ALMA   60.00   -98763280.6270   173982626.8588    0.00270413   128.1686   0.00184694   -58.7340    0.00607621    19.7285    0.00265388
02.16666667    SMT    LMT   60.00   -39654732.1800    31858593.7163    0.00850143    -0.8630   0.00651325  -109.1483    0.00495351   -93.2699    0.00423413
02.16666667    SMT    SMA   60.00   125336463.5743    30514313.5496    0.03047460    94.4005   0.02157516    86.8410    0.02242245   133.2532    0.01252473
02.16666667    SMT    SPT   60.00    42247467.1981   311819454.5747    0.01140102   125.7138   0.00483600   -58.5313    0.00454819    27.8804    0.00715699
02.16666667    SPT   ALMA   60.00  -141010747.8251  -137836827.7160    0.00133440  -156.7509   0.00099268   109.4556    0.00128234   -51.5357    0.00097312
02.16666667    SPT    LMT   60.00   -81902199.3781  -279960860.8584    0.00031206   -58.6158   0.00086806  -137.9663    0.00223864  -103.4736    0.00155257
02.16666667    SPT    SMA   60.00    83088996.3762  -281305141.0251    0.00884181    26.6628   0.00201965    79.7710    0.00620150   125.2197    0.00459256
02.16666667    SPT    SMT   60.00   -42247467.1981  -311819454.5747    0.00646449  -155.7888   0.00327880  -154.4089    0.01546397   123.4992    0.00715699
02.33333333   ALMA    LMT   60.00    56340661.6635  -143345021.8968    0.00046159   105.7394   0.00119395    94.2978    0.00081358    80.0648    0.00057571
02.33333333   ALMA    SMA   60.00   221247618.7830  -148178298.9511    0.00178899   113.3731   0.00284350   103.4523    0.00358522    70.0829    0.00170297
02.33333333   ALMA    SMT   60.00    96118205.0601  -176043689.9204    0.00098056  -178.8667   0.00667831  -171.7550    0.00385377    84.9659    0.00265388
02.33333333   ALMA    SPT   60.00   144671792.1083   134815454.3498    0.00175103  -119.6219   0.00115400    14.3457    0.00139843  -114.1329    0.00097312
02.33333333    LMT   ALMA   60.00   -56340661.6635   143345021.8968    0.00075893   103.9003   0.00019264   103.3252    0.00043555   140.2730    0.00057571
02.33333333    LMT    SMA   60.00   164906957.1195    -4833277.0542    0.00240710   -95.7516   0.00731395    95.5909    0.00264193    23.6542    0.00271699
02.33333333    LMT    SMT   60.00    39777543.3966   -32698668.0236    0.00873759  -136.2733   0.00685041    75.1117    0.00222715    44.0425    0.00423413
02.33333333    LMT    SPT   60.00    88331130.4448   278160476.2466    0.00326415   138.4102   0.00129454    36.2393    0.00079213    96.3353    0.00155257
02.33333333    SMA   ALMA   60.00  -221247618.7830   148178298.9511    0.00078138   -84.7531   0.00291004   -42.3281    0.00282064   -42.0434    0.00170297
02.33333333    SMA    LMT   60.00  -164906957.1195     4833277.0542    0.00168489    80.7278   0.00287679    82.1269    0.00523623    91.8255    0.00271699
02.33333333    SMA    SMT   60.00  -125129413.7229   -27865390.9694    0.01267634   -16.4491   0.01067658    -9.9131    0.00660135   121.5233    0.01252473
02.33333333    SMA    SPT   60.00   -76575826.6747   282993753.3008    0.00842176   109.5363   0.00335754  -161.7194    0.00981487    11.6640    0.00459256
02.33333333    SMT   ALMA   60.00   -96118205.0601   176043689.9204    0.00185914   -29.7832   0.00521107   145.8333    0.00296886   -23.4000    0.00265388
02.33333333    SMT    LMT   60.00   -39777543.3966    32698668.0236    0.00255064   115.0562   0.00310082    69.2371    0.00451204   -10.0417    0.00423413
02.33333333    SMT    SMA   60.00   125129413.7229    27865390.9694    0.02114514   133.1123   0.02189513  -100.1052    0.00531048  -127.1772    0.01252473
02.33333333    SMT    SPT   60.00    48553587.0482   310859144.2702    0.00669072   122.0602   0.00982734   -15.3270    0.00948702    93.2752    0.00715699
02.33333333    SPT   ALMA   60.00  -144671792.1083  -134815454.3498    0.00130553   -64.4272   0.00097096    76.8737    0.00122514  -142.2676    0.00097312
02.33333333    SPT    LMT   60.00   -88331130.4448  -278160476.2466    0.00327497     3.3908   0.00062575   -92.8151    0.00298669   172.5017    0.00155257
02.33333333    SPT    SMA   60.00    76575826.6747  -282993753.3008    0.00555266   -69.2749   0.01010658    78.2399    0.00562744   144.2545    0.00459256
02.33333333    SPT    SMT   60.00   -48553587.0482  -310859144.2702    0.00515609   170.4368   0.01565702   174.6621    0.01157133   -49.4125    0.00715699
02.50000000   ALMA    LMT   60.00    53465527.2284  -144506330.1610    0.00097216   -85.4958   0.00075821    -8.4649    0.00073724  -176.9878    0.00057571
02.50000000   ALMA    SMA   60.00   217974335.9476  -152823502.3863    0.00157252  -178.9217   0.00150846    72.3416    0.00368915   -79.6356    0.00170297
02.50000000   ALMA    SMT   60.00    93290163.0269  -178046869.3895    0.00329290  -107.4297   0.00083825    71.1231    0.00462274    23.8417    0.00265388
02.50000000   ALMA    SPT   60.00   148057445.4128   131719555.2376    0.00069614   -55.4041   0.00073203     4.9306    0.00139629   -93.7969    0.00097312
02.50000000    LMT   ALMA   60.00   -53465527.2284   144506330.1610    0.00015003   120.8116   0.00097841    48.5675    0.00046813    32.8850    0.00057571
02.50000000    LMT    SMA   60.00   164508808.7192    -8317172.2252    0.00133728   -51.1491   0.00123423   -62.8564    0.00297989   -43.7888    0.00271699
02.50000000    LMT    SMT   60.00    39824635.7985   -33540539.2285    0.00307162   -90.7588   0.00400251   106.3200    0.00445102   -82.3897    0.00423413
02.50000000    LMT    SPT   60.00    94591918.1844   276225885.3986    0.00418215  -163.8992   0.00387293    -3.4031    0.00335573  -169.6035    0.00155257
02.50000000    SMA   ALMA   60.00  -217974335.9476   152823502.3863    0.00259544   -12.1009   0.00170559   -84.2512    0.00159086   -79.2455    0.00170297
02.50000000    SMA    LMT   60.00  -164508808.7192     8317172.2252    0.00491467   130.3171   0.00135803   -36.2617    0.00195010  -172.6502    0.00271699
02.50000000    SMA    SMT   60.00  -124684172.9207   -25223367.0033    0.02456532    92.1656   0.01412659   -49.9418    0.00813010   102.1719    0.01252473
02.50000000    SMA    SPT   60.00   -69916890.5348   284543057.6238    0.00857450   121.8625   0.00787413   -80.9495    0.00112838   -96.4627    0.00459256
02.50000000    SMT   ALMA   60.00   -93290163.0269   178046869.3895    0.00344310   122.8357   0.00448969  -134.6932    0.00594790   -13.1852    0.00265388
02.50000000    SMT    LMT   60.00   -39824635.7985    33540539.2285    0.00972961   127.0528   0.00147934  -116.1693    0.00775103   156.9271    0.00423413
02.50000000    SMT    SMA   60.00   124684172.9207    25223367.0033    0.00478336    44.9173   0.04729236   -96.4725    0.00841082    63.5493    0.01252473
02.50000000    SMT    SPT   60.00    54767282.3858   309766424.6271    0.00691110   102.0748   0.01777918    46.8522    0.00907803   -85.0929    0.00715699
02.50000000    SPT   ALMA   60.00  -148057445.4128  -131719555.2376    0.00180999    -9.0942   0.00171305  -106.8004    0.00037650    80.9052    0.00097312
02.50000000    SPT    LMT   60.00   -94591918.1844  -276225885.3986    0.00377324     9.5904   0.00166434    94.6872    0.00342319   171.4435    0.00155257
02.50000000    SPT    SMA   60.00    69916890.5348  -284543057.6238    0.00514454   123.7954   0.00477885   -56.3242    0.00474624    70.4214    0.00459256
02.50000000    SPT    SMT   60.00   -54767282.3858  -309766424.6271    0.01006967    19.7793   0.01292737   -23.6477    0.01055054  -142.1350    0.00715699
02.66666667   ALMA    LMT   60.00    50488618.1234  -145605747.3188    0.00053973   -95.4958   0.00125114   146.6044    0.00056357   161.8613    0.00057571
02.66666667   ALMA    SMA   60.00   214286126.5748  -157395081.2060    0.00143084   167.0790   0.00181220   -82.2189    0.00066448   150.5270    0.00170297
02.66666667   ALMA    SMT   60.00    90284537.8661  -179988352.1001    0.00292378   137.9094   0.00225948  -161.8719    0.00254776    57.0236    0.00265388
02.66666667   ALMA    SPT   60.00   151161262.9548   128555023.5993    0.00185723   167.1440   0.00033560   110.2376    0.00165713  -111.3728    0.00097312
02.66666667    LMT   ALMA   60.00   -50488618.1234   145605747.3188    0.00099194   -67.0360   0.00037602    64.9581    0.00054927  -157.9470    0.00057571
02.66666667    LMT    SMA   60.00   163797508.4514   -11789333.8872    0.00084273    20.9282   0.00427285   -79.1941    0.00475228  -159.7028    0.00271699
02.66666667    LMT    SMT   60.00    39795919.7427   -34382604.7813    0.00106309    65.0245   0.00613740  -169.1769    0.00267297   145.8129    0.00423413
02.66666667    LMT    SPT   60.00   100672644.8314   274160770.9180    0.00166394    90.6818   0.00260140  -125.6487    0.00150739    90.1122    0.00155257
02.66666667    SMA   ALMA   60.00  -214286126.5748   157395081.2060    0.00310143   145.1871   0.00344178   145.7234    0.00150866   -57.8187    0.00170297
02.66666667    SMA    LMT   60.00  -163797508.4514    11789333.8872    0.00402444   171.8007   0.00272311    81.3813    0.00255188   -63.7656    0.00271699
02.66666667    SMA    SMT   60.00  -124001588.7086   -22593270.8941    0.00290848   121.3450   0.02287037  -145.9516    0.03891461  -139.2967    0.01252473
02.66666667    SMA    SPT   60.00   -63124863.6200   285950104.8052    0.00450899    36.9428   0.00381655  -124.3651    0.00759826   -92.8448    0.00459256
02.66666667    SMT   ALMA   60.00   -90284537.8661   179988352.1001    0.00475318   130.9931   0.00093869   157.5608    0.00162717   125.9086    0.00265388
02.66666667    SMT    LMT   60.00   -39795919.7427    34382604.7813    0.00295385   -19.1747   0.00498203   -88.0065    0.00120396  -127.3039    0.00423413
02.66666667    SMT    SMA   60.00   124001588.7086    22593270.8941    0.01839003    19.3942   0.01076038  -178.2226    0.00580473    33.0967    0.01252473
02.66666667    SMT    SPT   60.00    60876725.0886   308543375.6993    0.00351566    25.7519   0.01513062     3.2067    0.00957726  -140.4715    0.00715699
02.66666667    SPT   ALMA   60.00  -151161262.9548  -128555023.5993    0.00200422    40.5174   0.00116230   169.4512    0.00168566   141.1631    0.00097312
02.66666667    SPT    LMT   60.00  -100672644.8314  -274160770.9180    0.00252665   141.5969   0.00302272  -139.2292    0.00356014   -91.9355    0.00155257
02.66666667    SPT    SMA   60.00    63124863.6200  -285950104.8052    0.00705849  -165.0615   0.00822812    -2.9321    0.00047375   -67.2192    0.00459256
02.66666667    SPT    SMT   60.00   -60876725.0886  -308543375.6993    0.00590122   -76.2983   0.00426403  -109.0167    0.01235784   179.0657    0.00715699
02.83333333   ALMA    LMT   60.00    47415601.0643  -146641180.5670    0.00076869  -145.7917   0.00112200   -57.3659    0.00172724    23.2515    0.00057571
02.83333333   ALMA    SMA   60.00   210190011.3808  -161884333.1501    0.00289051     3.9262   0.00313339    68.7474    0.00341203  -110.1280    0.00170297
02.83333333   ALMA    SMT   60.00    87107050.9561  -181864442.3294    0.00475082   173.3421   0.00258377    75.2946    0.00065391  -132.8889    0.00265388
02.83333333   ALMA    SPT   60.00   153977336.4413   125327883.3007    0.00169737  -118.2555   0.00047875   173.0843    0.00164976    61.4080    0.00097312
02.83333333    LMT   ALMA   60.00   -47415601.0643   146641180.5670    0.00059948   -91.4391   0.00150939  -132.0292    0.00069305    45.0080    0.00057571
02.83333333    LMT    SMA   60.00   162774410.3166   -15243152.5831    0.00333995   -70.6502   0.00228372    85.4802    0.00473404   172.2872    0.00271699
02.83333333    LMT    SMT   60.00    39691449.8918   -35223261.7623    0.00421183    32.3764   0.00946510   176.7529    0.00375972   -16.4102    0.00423413
02.83333333    LMT    SPT   60.00   106561735.3771   271969063.8677    0.00192739  -123.0660   0.00251582   -81.2804    0.00078720    18.2681    0.00155257
02.83333333    SMA   ALMA   60.00  -210190011.3808   161884333.1501    0.00280196   118.6423   0.00394742   129.7923    0.00251244  -138.2604    0.00170297
02.83333333    SMA    LMT   60.00  -162774410.3166    15243152.5831    0.00337223  -167.0032   0.00466239   160.9983    0.00797369    18.3917    0.00271699
02.83333333    SMA    SMT   60.00  -123082960.4247   -19980109.1793    0.01393346  -113.8264   0.00878009  -152.1814    0.01202478   161.8518    0.01252473
02.83333333    SMA    SPT   60.00   -56212674.9395   287212216.4508    0.00328337    10.5158   0.00384884  -152.6854    0.00860705   -60.8654    0.00459256
02.83333333    SMT   ALMA   60.00   -87107050.9561   181864442.3294    0.00131640  -117.6902   0.00024754  -135.9607    0.00361878    33.3339    0.00265388
02.83333333    SMT    LMT   60.00   -39691449.8918    35223261.7623    0.00680292    50.4980   0.00351401   154.9981    0.00376536    33.4193    0.00423413
02.83333333    SMT    SMA   60.00   123082960.4247    19980109.1793    0.01228178   -10.8451   0.01609138   152.1039    0.01146282    87.1020    0.01252473
02.83333333    SMT    SPT   60.00    66870285.4852   307192325.6301    0.00765696   126.5542   0.00801626   -81.2553    0.01581357  -157.1924    0.00715699
02.83333333    SPT   ALMA   60.00  -153977336.4413  -125327883.3007    0.00136208  -164.6940   0.00138155  -153.8772    0.00081044  -170.4987    0.00097312
02.83333333    SPT    LMT   60.00  -106561735.3771  -271969063.8677    0.00150285  -162.9096   0.00202591   148.3499    0.00191319  -149.8361    0.00155257
02.83333333    SPT    SMA   60.00    56212674.9395  -287212216.4508    0.00529854    66.2977   0.00337956    -4.2712    0.00632637  -149.8720    0.00459256
02.83333333    SPT    SMT   60.00   -66870285.4852  -307192325.6301    0.00433857  -166.8597   0.00623940   -61.6749    0.00379906    97.5221    0.00715699
03.00000000   ALMA    LMT   60.00    44252325.7136  -147610658.8997    0.00097707   -71.4033   0.00058049    77.4935    0.00070462  -128.0762    0.00057571
03.00000000   ALMA    SMA   60.00   205693787.5538  -166282712.6724    0.00234464    83.7971   0.00158581    -2.3785    0.00166618    30.8377    0.00170297
03.00000000   ALMA    SMT   60.00    83763750.8237  -183671568.8331    0.00332086   -42.9267   0.00258605   174.5311    0.00485078  -100.2880    0.00265388
03.00000000   ALMA    SPT   60.00   156500305.3165   122044277.3869    0.00101960    16.9084   0.00275918   147.0702    0.00164139  -165.3484    0.00097312
03.00000000    LMT   ALMA   60.00   -44252325.7136   147610658.8997    0.00030775    44.3761   0.00112634   178.0208    0.00053510    64.8147    0.00057571
03.00000000    LMT    SMA   60.00   161441461.8402   -18672053.7727    0.00308341  -157.6123   0.00047114  -160.6341    0.00199896   -86.9277    0.00271699
03.00000000    LMT    SMT   60.00    39511425.1102   -36060909.9333    0.00630270   -76.6813   0.00478175    62.2575    0.00328952   -88.7965    0.00423413
03.00000000    LMT    SPT   60.00   112247979.6029   269654936.2866    0.00316632    91.9771   0.00110044   165.4983    0.00275452    14.0225    0.00155257
03.00000000    SMA   ALMA   60.00  -205693787.5538   166282712.6724    0.00347634   -11.4805   0.00069727    90.9087    0.00120171   144.3869    0.00170297
03.00000000    SMA    LMT   60.00  -161441461.8402    18672053.7727    0.00200631   -44.6270   0.00216489   -38.7500    0.00447380   143.3138    0.00271699
03.00000000    SMA    SMT   60.00  -121930036.7301   -17388856.1606    0.01877672    33.5936   0.01143369  -109.8888    0.03007279   -72.4817    0.01252473
03.00000000    SMA    SPT   60.00   -49193482.2373   288326990.0593    0.00115356    -4.3626   0.00531103  -172.1353    0.00483365   130.6456    0.00459256
03.00000000    SMT   ALMA   60.00   -83763750.8237   183671568.8331    0.00189779  -135.7178   0.00217311  -143.3009    0.00242742    85.1697    0.00265388
03.00000000    SMT    LMT   60.00   -39511425.1102    36060909.9333    0.00366312   -47.9190   0.00255442   -73.9624    0.01002937   -59.9767    0.00423413
03.00000000    SMT    SMA   60.00   121930036.7301    17388856.1606    0.02188292   137.0337   0.01909726   113.7633    0.00661802   122.7155    0.01252473
03.00000000    SMT    SPT   60.00    72736554.4927   305715846.2199    0.00751584  -136.2197   0.00902943  -152.2712    0.00466635    79.2918    0.00715699
03.00000000    SPT   ALMA   60.00  -156500305.3165  -122044277.3869    0.00238058  -167.1742   0.00098263  -165.6417    0.00134310   112.0074    0.00097312
03.00000000    SPT    LMT   60.00  -112247979.6029  -269654936.2866    0.00086984    18.2391   0.00301589   -49.5243    0.00220539   -83.1458    0.00155257
03.00000000    SPT    SMA   60.00    49193482.2373  -288326990.0593    0.00325565   158.3050   0.00366010    79.5634    0.00889503  -115.2792    0.00459256
03.00000000    SPT    SMT   60.00   -72736554.4927  -305715846.2199    0.01058223   116.9103   0.01185327  -111.5516    0.00874961    64.7683    0.00715699
03.16666667   ALMA    LMT   60.00    41004813.5457  -148512336.8598    0.00039293    35.1176   0.00080959    62.1095    0.00081637    12.9316    0.00057571
03.16666667   ALMA    SMA   60.00   200806013.9113  -170581847.2076    0.00239816  -124.1901   0.00118882  -145.8197    0.00091085  -134.4399    0.00170297
03.16666667   ALMA    SMT   60.00    80261001.6308  -185406291.6431    0.00097716   -88.0249   0.00327959    19.7376    0.00124501   128.2479    0.00265388
03.16666667   ALMA    SPT   60.00   158725366.9655   118710456.3882    0.00149405    60.7807   0.00134115   -50.5511    0.00152708  -156.7071    0.00097312
